id,Title,Sports,school
38189,"Stan Gouard","Men>Men's Basketball",35300
38190,"Scott Trost","Men>Men's Basketball",35302
38191,"Marc Stricker","Men>Men's Basketball",35304
38192,"Harry Statham","Men>Men's Basketball",35306
38193,"Jim Glash","Men>Men's Basketball",35308
38194,"Bob Sundvold","Men>Men's Basketball",35310
38196,"Drew Diener","Men>Men's Basketball",38195
38197,"Rodney Watson","Men>Men's Basketball",35314
38198,"Chris Foster","Men>Men's Basketball",35316
38199,"Larry Holley","Men>Men's Basketball",35318
38200,"Luke Reigel","Men>Men's Basketball",35320
38201,"Greg Zimmerman","Men>Men's Basketball",35322
38202,"Pat Estepp","Men>Men's Basketball",35324
38203,"Nick Patella","Men>Men's Basketball",35326
38204,"Charlie Ernst","Men>Men's Basketball",35328
38205,"John Tharp","Men>Men's Basketball",35330
38206,"Happy Osborne","Men>Men's Basketball",35332
38207,"Kyle Conley","Men>Men's Basketball",35334
38208,"Casey Kaufman","Men>Men's Basketball",35336
38209,"Dan Evans","Men>Men's Basketball",35338
38211,"Mike Snell","Men>Men's Basketball",38210
38212,"Sam Harris","Men>Men's Basketball",35340
38213,"Jeff Young","Men>Men's Basketball",35342
38214,"Mitch Oliver","Men>Men's Basketball",35344
38215,"Jamahl Jackson","Men>Men's Basketball",35037
38216,"Jamie Benton","Men>Men's Basketball",35348
38217,"Aaron Galletta","Men>Men's Basketball",35350
38219,"Ben Davis","Men>Men's Basketball|Men>Men's Cross Country|Women>Women's Cross Country",38887
38220,"Paul Booth","Men>Men's Basketball",35352
38222,"Nathan Hager","Men>Men's Basketball",38221
38223,"Lance Bisson","Men>Men's Basketball",35354
38225,"Robert Sanicola","Men>Men's Basketball",38224
38226,"Jeff Juron","Men>Men's Basketball",35356
38228,"Rusty Osborne","Men>Men's Basketball",38227
38230,"Mick Durham","Men>Men's Basketball",38229
38231,"Greg Sparling","Men>Men's Basketball",35358
38232,"Brad Barbarick","Men>Men's Basketball",35360
38233,"Jamie Stevens","Men>Men's Basketball",35362
38234,"Paul Rush","Men>Men's Basketball",35364
38235,"Alex Pribble","Men>Men's Basketball",35366
38237,"Grant Leep","Men>Men's Basketball",38236
38239,"Steve Hanson","Men>Men's Basketball|Men>Men's Swimming &amp; Diving|Women>Women's Swimming &amp; Diving|Women>Women's Water Polo",34701
38240,"James Shaw","Men>Men's Basketball",35368
38242,"Tony Dominguez","Men>Men's Basketball",38241
38243,"Mark Svagera","Men>Men's Basketball",35370
38244,"Ben Limback","Men>Men's Basketball",35372
38245,"Matt Wilber","Men>Men's Basketball",35374
38246,"Ian McKeithen","Men>Men's Basketball",35376
38247,"Brian Van Haaften","Men>Men's Basketball",35378
38248,"Bill Gavers","Men>Men's Basketball",35380
38249,"Oliver Drake","Men>Men's Basketball",35382
38250,"Jim Sykes","Men>Men's Basketball",35384
38252,"Cody Schilling","Men>Men's Basketball",38251
38253,"Kris Korver","Men>Men's Basketball",35386
38254,"Kyle Smithpeters","Men>Men's Basketball",35388
38255,"Brian Hancock","Men>Men's Basketball",35390
38257,"Brandon Colvin","Men>Men's Basketball",38256
38259,"Luke Stuckey","Men>Men's Basketball",38258
38261,"Mike Burris","Men>Men's Basketball",38260
38262,"Tommy Holder","Men>Men's Basketball",35392
38264,"Mark Motsinger","Men>Men's Basketball",38263
38266,"Jay Harrington","Men>Men's Basketball",38265
38268,"Mike Newell","Men>Men's Basketball",38267
38269,"Frank Burnell","Men>Men's Basketball",35398
38271,"Todd Day, Sr.","Men>Men's Basketball",38270
38273,"Brian Gibson","Men>Men's Basketball",38272
38274,"Fredrick Summers","Men>Men's Basketball",37386
38275,"Kevin Crum Jr.","Men>Men's Basketball|Men>Men's Golf",35400
38276,"Thomas Billups","Men>Men's Basketball|Men>Men's Cross Country",35402
38277,"Alfred Williams","Men>Men's Basketball",34721
38278,"Lennie Acuff","Men>Men's Basketball",35404
38279,"Michael Cheaney","Men>Men's Basketball",35406
38280,"Mike Nienaber","Men>Men's Basketball",35408
38281,"Jim Boone","Men>Men's Basketball",35410
38282,"Bubba Smith","Men>Men's Basketball",35412
38283,"Don Lofton","Men>Men's Basketball",35414
38284,"Danny Young","Men>Men's Basketball",35416
38285,"Bobby Champagne","Men>Men's Basketball",35418
38286,"Wade Anderson","Men>Men's Basketball",35420
38287,"David Niven","Men>Men's Basketball",35422
38288,"Mike Helfer","Men>Men's Basketball",35424
38289,"Allen Sharpe","Men>Men's Basketball",35426
38290,"Jeff Burkhamer","Men>Men's Basketball",35428
38291,"Michael Cooney","Men>Men's Basketball",35430
38292,"Bill Sloan","Men>Men's Basketball",35432
38293,"Sean Dooley","Men>Men's Basketball",35434
38294,"Ryan Moody","Men>Men's Basketball",35436
38295,"Jeff Sherman","Men>Men's Basketball",35438
38296,"Jim Blaine","Men>Men's Basketball",35440
38297,"Dorian Hobbs","Men>Men's Basketball",35442
38298,"Steve Jenkins","Men>Men's Basketball",35444
38300,"Craig Doty","Men>Men's Basketball",38299
38301,"Denis Schaefer","Men>Men's Basketball",35446
38302,"Rocky Lamar","Men>Men's Basketball",35448
38303,"Chad Lance","Men>Men's Basketball",35450
38304,"Aaron Jennings","Men>Men's Basketball",35452
38305,"Bob Ludwig","Men>Men's Basketball",35454
38306,"John Henry","Men>Men's Basketball",35456
38307,"Owen Handy","Men>Men's Basketball",35458
38308,"Guy Neal","Men>Men's Basketball",35460
38309,"Scott Cutter","Men>Men's Basketball",35462
38310,"Jason Polykoff","Men>Men's Basketball",35464
38311,"Jon Miller","Men>Men's Basketball",35466
38313,"Gerad Good","Men>Men's Basketball",38312
38314,"Toby Carrigan","Men>Men's Basketball",35467
38316,"Rusty Loyd","Men>Men's Basketball",38315
38317,"Jon Lester","Men>Men's Basketball|Men>Men's Golf",38315
38318,"Brian Lane","Men>Men's Basketball|Men>Men's Golf",35469
38319,"Josh Newman","Men>Men's Basketball",35471
38320,"Zane Gibson","Men>Men's Basketball|Men>Men's Cross Country",35471
38321,"Blake Flickner","Men>Men's Basketball",36100
38322,"Todd Duncan","Men>Men's Basketball",35473
38323,"R.J. Allen","Men>Men's Basketball",35475
38324,"Cory Cole","Men>Men's Basketball",35477
38325,"Justin Barkley","Men>Men's Basketball",35479
38326,"Jim Zeleznak","Men>Men's Basketball",35481
38327,"Andre Cook","Men>Men's Basketball",35483
38328,"Bryan Weakley","Men>Men's Basketball",35485
38330,"Dennis Felton","Men>Men's Basketball",38329
38332,"Jermaine Jackson","Men>Men's Basketball",38331
38334,"Linc Darner","Men>Men's Basketball",38333
38335,"Steve McClain","Men>Men's Basketball",35487
38337,"Jason Gardner","Men>Men's Basketball",38336
38338,"John Brannen","Men>Men's Basketball",35489
38339,"Greg Kampe","Men>Men's Basketball",35491
38340,"Pat Baldwin","Men>Men's Basketball",35494
38341,"Scott Nagy","Men>Men's Basketball",35496
38342,"Jerry Slocum","Men>Men's Basketball",35498
38344,"Brett Barnard","Men>Men's Basketball",38343
38346,"Jonathan Pena","Men>Men's Basketball",38345
38348,"Tim McEnroe","Men>Men's Basketball",38347
38350,"Bill Mangarelli","Men>Men's Basketball|Women>Women's Basketball",38349
38352,"Max Sass","Men>Men's Basketball",38351
38354,"Scott Blair","Men>Men's Basketball",38353
38355,"Reed Nosbisch","Men>Men's Basketball",35502
38356,"Chuck Ramsey","Men>Men's Basketball",35504
38357,"Dave Pettit","Men>Men's Basketball",35506
38358,"Anthony Amarino","Men>Men's Basketball",35508
38359,"Aaron Rolle","Men>Men's Basketball",35510
38360,"Mike Manderino","Men>Men's Basketball",35514
38361,"Dave Heiss","Men>Men's Basketball|Men>Men's Golf",35516
38363,"Bacchus Rolle","Men>Men's Basketball",38362
38365,"Marvin Dixon","Men>Men's Basketball",38364
38366,"Derrick Price","Men>Men's Basketball",35518
38368,"Dan Russell","Men>Men's Basketball",38367
38369,"Chris Perkins","Men>Men's Basketball",35524
38370,"Quin Cooper","Men>Men's Basketball|Men>Men's Cross Country|Women>Women's Cross Country",35524
38372,"Kelly Boe","Men>Men's Basketball",38371
38374,"Neal Sherbeyn","Men>Men's Basketball",38373
38375,"John Cooksey","Men>Men's Basketball",35530
38376,"Dustin Galyon","Men>Men's Basketball",35532
38377,"Todd Kelly","Men>Men's Basketball",35534
38379,"Chris Gardner","Men>Men's Basketball",38378
38381,"Da'Veed Dildy","Men>Men's Basketball",38380
38382,"Ralph Quinn","Men>Men's Basketball",35536
38384,"Rian Stubbs","Men>Men's Basketball",38383
38386,"Roy Champagne","Men>Men's Basketball",38385
38388,"Wes Spotted Bear","Men>Men's Basketball",38387
38390,"Michael Landers","Men>Men's Basketball|Men>Men's Football",38218
38392,"Steve Hunter","Men>Men's Basketball",38391
38393,"Jeremy Esry","Men>Men's Basketball",35546
38395,"Jeremy Johnston","Men>Men's Basketball",38394
38396,"King Frank","Men>Men's Basketball",35552
38397,"Brandon Moore","Men>Men's Basketball",35554
38398,"Brendan O'Connor","Men>Men's Basketball",35556
38399,"Darrick Mullins","Men>Men's Basketball",35560
38400,"Rick Harris","Men>Men's Basketball",35562
38402,"Jelani Boline","Men>Men's Basketball",38401
38404,"Rodney Carrier","Men>Men's Basketball",38403
38405,"Adam Williams","Men>Men's Basketball",35566
38407,"Scott Gernander","Men>Men's Basketball",38406
38409,"Matt Hammer","Men>Men's Basketball",38408
38411,"John Pigatti","Men>Men's Basketball",38410
38413,"David Francis","Men>Men's Basketball",38412
38415,"Ron Dodds","Men>Men's Basketball",38414
38416,"Cory Fehringer","Men>Men's Basketball",35570
38417,"Troy Muilenburg","Men>Men's Basketball",35574
38418,"Hank Plona","Men>Men's Basketball",35576
38419,"Dennis Pilcher","Men>Men's Basketball",35578
38420,"Michael Johnette","Men>Men's Basketball",35582
38421,"Bryan Petersen","Men>Men's Basketball",35584
38423,"Kyle Cooper","Men>Men's Basketball|Women>Women's Basketball",38768
38424,"Brynjar Brynjarsson","Men>Men's Basketball",35586
38425,"Mark Mohl","Men>Men's Basketball",35588
38426,"Dan Anderson","Men>Men's Basketball",35590
38427,"Lorenzo Watkins","Men>Men's Basketball",35592
38428,"Todd Lorensen","Men>Men's Basketball",35596
38429,"Craig Douma","Men>Men's Basketball",35598
38431,"Bryan Martin","Men>Men's Basketball",38430
38432,"Rob Sieverding","Men>Men's Basketball",35600
38433,"Mark Franzen","Men>Men's Basketball",35604
38434,"Eric Karius","Men>Men's Basketball|Women>Women's Golf",35604
38435,"Dale Wellman","Men>Men's Basketball",35606
38436,"Brad Bjorkgren","Men>Men's Basketball",35608
38437,"Dick Peth","Men>Men's Basketball",35610
38438,"Jason Steege","Men>Men's Basketball|Men>Men's Golf",35610
38439,"Jim Engles","Men>Men's Basketball",35614
38440,"Brian Earl","Men>Men's Basketball",35616
38441,"David McLaughlin","Men>Men's Basketball",35618
38442,"Tommy Amaker","Men>Men's Basketball",35620
38443,"Steve Donahue","Men>Men's Basketball",35622
38444,"Mitch Henderson","Men>Men's Basketball",35624
38445,"James Jones","Men>Men's Basketball",35626
38446,"Dan O'Dowd","Men>Men's Basketball",35628
38447,"Dale Faber","Men>Men's Basketball",35630
38448,"Anthony Monson","Men>Men's Basketball",35632
38449,"Tim Swartzendruber","Men>Men's Basketball",35634
38451,"Donnie Bostwick","Men>Men's Basketball",38450
38452,"Gene Hartman","Men>Men's Basketball|Men>Men's Tennis|Women>Women's Tennis",38450
38453,"Blake Zinck","Men>Men's Basketball|Men>Men's Cross Country|Women>Women's Cross Country",38450
38454,"Aaron Siebenthall","Men>Men's Basketball",35636
38456,"Troy Brown","Men>Men's Basketball",38455
38457,"Matt O'Brien","Men>Men's Basketball",35638
38458,"Dean Jaderston","Men>Men's Basketball",35640
38459,"Micah Ratzlaff","Men>Men's Basketball",35642
38460,"Tree Burks","Men>Men's Basketball",34839
38461,"Craig Fletchall","Men>Men's Basketball",35647
38462,"Bryan Miller","Men>Men's Basketball",35649
38463,"Jordan Altman","Men>Men's Basketball",35651
38464,"Jay Herkelman","Men>Men's Basketball",35653
38465,"Rusty Grafel","Men>Men's Basketball",35655
38466,"Tommy DeSalme","Men>Men's Basketball",35657
38467,"Steve Tucker","Men>Men's Basketball|Men>Men's Golf",35456
38468,"Mike Cook","Men>Men's Basketball|Men>Men's Golf|Women>Women's Soccer",35955
38469,"Brady Trenkle","Men>Men's Basketball",35663
38470,"Jerre Cole","Men>Men's Basketball",34613
38471,"Steve Eck","Men>Men's Basketball",35666
38472,"Michael Jeffers","Men>Men's Basketball",35670
38473,"Kelly Newton","Men>Men's Basketball",35672
38474,"Jeremy Coombs","Men>Men's Basketball",35674
38475,"Max Good","Men>Men's Basketball",35676
38476,"Jason Sautter","Men>Men's Basketball",35678
38478,"Jeffrey Jones","Men>Men's Basketball",38477
38479,"Steve Howes","Men>Men's Basketball",35680
38480,"Darryl Keckler","Men>Men's Basketball",35682
38481,"Britt Moore","Men>Men's Basketball",35684
38483,"Tom Rose","Men>Men's Basketball",38482
38484,"Justin Potts","Men>Men's Basketball",36264
38485,"Carl Danzig","Men>Men's Basketball|Men>Men's Golf",35688
38486,"Frank Marcinek","Men>Men's Basketball",35690
38487,"Adam Turner","Men>Men's Basketball",35692
38488,"Jeff Gorski","Men>Men's Basketball",35694
38490,"Tim Sweeney","Men>Men's Basketball",38489
38491,"Jim Mullins","Men>Men's Basketball",35696
38492,"Mark Gilbride","Men>Men's Basketball",35698
38493,"Robert McVean","Men>Men's Basketball",35700
38494,"Joe Burke","Men>Men's Basketball",35704
38495,"Chris Downs","Men>Men's Basketball",35706
38496,"Chris Murphy","Men>Men's Basketball|Women>Women's Soccer",34526
38497,"Bill Geitner","Men>Men's Basketball",35712
38498,"Ryan Cain","Men>Men's Basketball",35714
38499,"Brian Baptiste","Men>Men's Basketball",35716
38500,"Jason Harris","Men>Men's Basketball",35718
38501,"Andrew Novick","Men>Men's Basketball",35720
38502,"Michael Byrnes","Men>Men's Basketball",35722
38503,"Karl Henrikson","Men>Men's Basketball",35724
38504,"Jason Harlow","Men>Men's Basketball",35726
38505,"Cinco Boone","Men>Men's Basketball",35728
38506,"Andrew Brown","Men>Men's Basketball|Women>Women's Volleyball",35708
38507,"Tres Segler","Men>Men's Basketball",35732
38509,"Nelson Haggerty","Men>Men's Basketball",38508
38511,"Jaret von Rosenberg","Men>Men's Basketball",38510
38512,"Johnny Estelle","Men>Men's Basketball",35736
38513,"Andy Newman","Men>Men's Basketball",35738
38514,"Tom Brown","Men>Men's Basketball|Women>Women's Soccer",37192
38516,"Matthew Enriquez","Men>Men's Basketball",38515
38517,"Mike Miller","Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Track &amp; Field|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Tennis|Women>Women's Track &amp; Field",36254
38518,"Justin Scott","Men>Men's Basketball",35746
38519,"Chad Dickman","Men>Men's Basketball|Men>Men's Golf",35748
38520,"Brad McAlester","Men>Men's Basketball",35749
38522,"Guy Rancourt","Men>Men's Basketball",38521
38523,"Rick Van Pelt","Men>Men's Basketball",35751
38524,"Gary Stewart","Men>Men's Basketball",35753
38525,"Chris Carideo","Men>Men's Basketball",35755
38526,"Mark Seidenburg","Men>Men's Basketball",35757
38527,"Eric McNelley","Men>Men's Basketball",35761
38528,"Peter Marion","Men>Men's Basketball",35763
38529,"Pat Scanlon","Men>Men's Basketball",35767
38530,"Willie Chandler","Men>Men's Basketball",35769
38531,"Izzi Metz","Men>Men's Basketball",35771
38532,"Michael Stringer","Men>Men's Basketball",35773
38533,"Kenny Bizot","Men>Men's Basketball",35775
38534,"Robert Thompson","Men>Men's Basketball|Women>Women's Basketball",35777
38535,"Billy Begley","Men>Men's Basketball",35779
38536,"Yusef Fitzgerald","Men>Men's Basketball",35781
38537,"Jason Flanigan","Men>Men's Basketball",35783
38538,"Grant Pate","Men>Men's Basketball",35785
38539,"Randy Bolden","Men>Men's Basketball",35787
38540,"James Green","Men>Men's Basketball",35789
38541,"Derrick Fears","Men>Men's Basketball",35791
38542,"Wendell Weathers","Men>Men's Basketball",35793
38543,"Cord Wright","Men>Men's Basketball",35795
38544,"Chris Oney","Men>Men's Basketball",35799
38545,"Thomas Gray","Men>Men's Basketball",35801
38547,"Tommie Reams","Men>Men's Basketball",38546
38548,"Joe Snowden","Men>Men's Basketball",35803
38549,"Greate White","Men>Men's Basketball",35805
38550,"Jaron Taylor","Men>Men's Basketball",35807
38552,"Allen Mitchell","Men>Men's Basketball",38551
38553,"Emonte Hill","Men>Men's Basketball",35813
38554,"Bernard Hopkins","Men>Men's Basketball",35815
38556,"Mike Smelkinson","Men>Men's Basketball",38555
38558,"Joel Dearring","Men>Men's Basketball",38557
38559,"Brian Johnson","Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Tennis|Men>Men's Track &amp; Field|Women>Women's Cross Country|Women>Women's Track &amp; Field",37292
38560,"Alan Hoyt","Men>Men's Basketball",35821
38561,"Joseph Farroba","Men>Men's Basketball",35823
38562,"Titus Manderson","Men>Men's Basketball",35825
38563,"Peter Mugar","Men>Men's Basketball",35827
38564,"Derek Shell","Men>Men's Basketball",35828
38565,"Rich Sutter","Men>Men's Basketball|Men>Men's Golf",35835
38566,"David Lindberg","Men>Men's Basketball",35837
38568,"Rob Delaleu","Men>Men's Basketball",38567
38569,"Nkrumah Jones","Men>Men's Basketball",35839
38570,"Chris Montemayor","Men>Men's Basketball",35841
38571,"Robet Hunter","Men>Men's Basketball",35843
38572,"James Stapleton","Men>Men's Basketball|Women>Women's Soccer",35845
38573,"Joe Tardif","Men>Men's Basketball",35847
38574,"Tishaun Jenkins","Men>Men's Basketball",35849
38576,"Jelani Townsell","Men>Men's Basketball",38575
38578,"Mike Booker","Men>Men's Basketball",38577
38579,"Ron Larson","Men>Men's Basketball",35851
38581,"Brian Burtnyk","Men>Men's Basketball",38580
38582,"Brad Batuszak","Men>Men's Basketball|Men>Men's Golf|Women>Women's Golf",35855
38584,"Shannon Roberts","Men>Men's Basketball",38583
38585,"Ryan Ostendorf","Men>Men's Basketball",35857
38586,"Shawn Sorenson","Men>Men's Basketball",35859
38587,"Aaron Poor Bear","Men>Men's Basketball",35861
38588,"Rick Nikunen","Men>Men's Basketball",35863
38589,"Bill Engel","Men>Men's Basketball",35865
38590,"Nate Thooft","Men>Men's Basketball",35867
38591,"Derek Hahn","Men>Men's Basketball",35869
38592,"Brian LaPlante","Men>Men's Basketball|Men>Men's Golf|Women>Women's Golf",35871
38593,"Andrew Cone","Men>Men's Basketball",35873
38594,"Chris McGill","Men>Men's Basketball",35877
38595,"Cedric Jones","Men>Men's Basketball",35879
38596,"LeRoi Phillips","Men>Men's Basketball",35883
38597,"Tim McGraw","Men>Men's Basketball",35885
38599,"Jon Havens","Men>Men's Basketball",38598
38600,"Reggie Witherspoon","Men>Men's Basketball",35887
38601,"Sydney Johnson","Men>Men's Basketball",35889
38602,"Tim Cluess","Men>Men's Basketball",35891
38603,"Steve Masiello","Men>Men's Basketball",35893
38604,"John Dunne","Men>Men's Basketball",35895
38605,"King Rice","Men>Men's Basketball",35897
38606,"Chris Casey","Men>Men's Basketball|Men>Men's Football",36452
38607,"Baker Dunleavy","Men>Men's Basketball",35901
38608,"Kevin Baggett","Men>Men's Basketball",35903
38609,"Shaheen Holloway","Men>Men's Basketball",35905
38610,"Jamion Christian","Men>Men's Basketball",35907
38612,"Mark Jacobs","Men>Men's Basketball|Men>Men's Cross Country|Women>Women's Cross Country",38611
38613,"Bobby Allen","Men>Men's Basketball|Men>Men's Cross Country|Women>Women's Basketball|Women>Women's Cross Country",38611
38614,"Aaron Butcher","Men>Men's Basketball",35909
38615,"Carlos McMath","Men>Men's Basketball",35911
38616,"David Victor","Men>Men's Basketball",35913
38617,"Luke Bronkema","Men>Men's Basketball",35915
38618,"Chris Shepard","Men>Men's Basketball",35917
38620,"Marshawn Norris","Men>Men's Basketball",38619
38621,"Jim Horn","Men>Men's Basketball",35919
38622,"Ben Reed","Men>Men's Basketball",35921
38623,"Jeremy Schaeffer","Men>Men's Basketball",35923
38624,"Mike Ingram","Men>Men's Basketball",35925
38625,"Jim Twigg","Men>Men's Basketball",35927
38627,"Kaleb House","Men>Men's Basketball",38626
38628,"Jimmy Booth","Men>Men's Basketball",35931
38630,"Antoine Joubert","Men>Men's Basketball",38629
38631,"Abe Mashhour","Men>Men's Basketball",35935
38632,"Kyle Lindsay","Men>Men's Basketball",35937
38633,"Jody May","Men>Men's Basketball",35939
38634,"Sam Hargraves","Men>Men's Basketball",35941
38635,"Charlie Goffnett","Men>Men's Basketball|Men>Men's Golf|Women>Women's Golf",35941
38636,"Kevin Vande Streek","Men>Men's Basketball",35943
38637,"Greg Mitchell","Men>Men's Basketball",35945
38638,"Jay Smith","Men>Men's Basketball",36818
38639,"Stephen Ernst","Men>Men's Basketball",35949
38640,"Brooks Miller","Men>Men's Basketball",35951
38641,"Doug Karleskint","Men>Men's Basketball",35953
38642,"Tom Hankins","Men>Men's Basketball",35955
38643,"Shaun Vandiver","Men>Men's Basketball",35957
38644,"Mark Johnson","Men>Men's Basketball|Women>Women's Ice Hockey",37805
38645,"Lance Randall","Men>Men's Basketball",35961
38646,"Jeff Boschee","Men>Men's Basketball",35963
38647,"Brett Weiberg","Men>Men's Basketball",35965
38648,"Kevin Lofton","Men>Men's Basketball",35967
38649,"Mark Downey","Men>Men's Basketball",35969
38650,"Ben McCollum","Men>Men's Basketball",35971
38651,"Austin Meyer","Men>Men's Basketball|Women>Women's Basketball",35971
38652,"Kim Anderson","Men>Men's Basketball",35973
38653,"Clark Sheehy","Men>Men's Basketball",35975
38654,"Brett Ballard","Men>Men's Basketball",35977
38656,"John Groce","Men>Men's Basketball",38655
38657,"James Whitford","Men>Men's Basketball",35979
38658,"Michael Huger","Men>Men's Basketball",35981
38660,"Nate Oats","Men>Men's Basketball",38659
38661,"Keno Davis","Men>Men's Basketball",35983
38662,"Rob Murphy","Men>Men's Basketball",35985
38663,"Rob Senderoff","Men>Men's Basketball",35987
38664,"Jack Owens","Men>Men's Basketball",35989
38665,"Mark Montgomery","Men>Men's Basketball|Women>Women's Softball",35056
38666,"Saul Phillips","Men>Men's Basketball",35993
38667,"Tod Kowalczyk","Men>Men's Basketball",35995
38668,"Steve Hawkins","Men>Men's Basketball",35997
38669,"Ryan Ridder","Men>Men's Basketball",35999
38670,"Juan Dixon","Men>Men's Basketball",36001
38671,"Keith Johnson","Men>Men's Basketball",36003
38672,"Robert McCullum","Men>Men's Basketball",36005
38674,"Edward Joyner Jr","Men>Men's Basketball",38673
38676,"Kevin Nickelberry","Men>Men's Basketball",38675
38677,"Clifford Reed","Men>Men's Basketball",36007
38679,"Todd Bozeman","Men>Men's Basketball",38678
38680,"Robert Jones","Men>Men's Basketball",36009
38681,"Jay Joyner","Men>Men's Basketball",36011
38682,"LeVelle Moton","Men>Men's Basketball",36013
38683,"Horace Broadnax","Men>Men's Basketball",36015
38685,"Murray Garvin","Men>Men's Basketball",38684
38686,"Tirek Gayle","Men>Men's Basketball",36017
38688,"Joe Detz","Men>Men's Basketball",38687
38689,"Grant Valentine","Men>Men's Basketball",36019
38690,"Brent Wilson","Men>Men's Basketball",36021
38691,"Justin Maxwell","Men>Men's Basketball",36023
38693,"Brent Vernon","Men>Men's Basketball",38692
38694,"Lonnie Thompson","Men>Men's Basketball",36027
38695,"Don Butcher","Men>Men's Basketball",36029
38696,"Chris Briggs","Men>Men's Basketball",36031
38697,"Paul Peck","Men>Men's Basketball|Women>Women's Tennis",36690
38698,"Kelly Wells","Men>Men's Basketball",36035
38699,"Delano Thomas","Men>Men's Basketball",36037
38701,"Tony Borges","Men>Men's Basketball",38700
38702,"Isaac Bushey","Men>Men's Basketball",36039
38703,"Richard Jones","Men>Men's Basketball",36041
38705,"Joe Vaadi","Men>Men's Basketball|Men>Men's Soccer",38704
38706,"Erik Saroney","Men>Men's Basketball",36043
38707,"Larry King","Men>Men's Basketball",36045
38708,"Rich Echevarria","Men>Men's Basketball",36882
38710,"Brian Vraney","Men>Men's Basketball",38709
38711,"Dave Schlabaugh","Men>Men's Basketball",36047
38712,"David Arseneault","Men>Men's Basketball|Women>Women's Golf",36049
38713,"David Arseneault, Jr.","Men>Men's Basketball|Women>Women's Golf",36049
38714,"Mike Worrell","Men>Men's Basketball",36051
38715,"Kevin Walden","Men>Men's Basketball",36053
38717,"Ken Davis","Men>Men's Basketball",38716
38718,"Zach Filzen","Men>Men's Basketball",36055
38719,"Todd Skrivseth","Men>Men's Basketball",36057
38720,"Ryan Kane","Men>Men's Basketball",36059
38721,"Gary Grzesk","Men>Men's Basketball",36061
38723,"Charles Brodhead","Men>Men's Basketball",38722
38724,"Aaron Griess","Men>Men's Basketball",36065
38725,"Doug Novak","Men>Men's Basketball",36067
38726,"Guy Kalland","Men>Men's Basketball",36069
38727,"Grant Hemmingsen","Men>Men's Basketball",36071
38728,"Mark Hanson","Men>Men's Basketball|Men>Men's Tennis|Women>Women's Tennis",36462
38729,"Jim Hayes","Men>Men's Basketball",36076
38730,"Tim Whittle","Men>Men's Basketball",36078
38731,"Pat McKenzie","Men>Men's Basketball",36080
38732,"Jamison Rusthoven","Men>Men's Basketball",36082
38733,"Dan Kosmoski","Men>Men's Basketball",36084
38734,"John Tauer","Men>Men's Basketball",36086
38735,"Luke Strege","Men>Men's Basketball",36090
38737,"Chris Popp","Men>Men's Basketball",38736
38738,"Terry Collins","Men>Men's Basketball",36092
38739,"Matt Brown","Men>Men's Basketball",36094
38740,"Brian Wardle","Men>Men's Basketball",36098
38742,"Darian DeVries","Men>Men's Basketball",38741
38743,"Walter McCarty","Men>Men's Basketball",36102
38744,"Dan Muller","Men>Men's Basketball",36104
38745,"Greg Lansing","Men>Men's Basketball",36106
38747,"Porter Moser","Men>Men's Basketball",38746
38748,"Dana Ford","Men>Men's Basketball",36108
38750,"Ben Jacobson","Men>Men's Basketball",38749
38751,"Barry Hinson","Men>Men's Basketball",36110
38752,"Matt Lottich","Men>Men's Basketball",36112
38753,"Brock Lemon","Men>Men's Basketball",36116
38754,"Rylee Hernandez","Men>Men's Basketball",36122
38755,"Dwaine Osborne","Men>Men's Basketball",36124
38757,"Todd May","Men>Men's Basketball",38756
38758,"Adam Blake","Men>Men's Basketball|Men>Men's Golf",38756
38759,"Joe Mazzulla","Men>Men's Basketball",36126
38760,"Justin Caldwell","Men>Men's Basketball",36128
38761,"Tim Koenig","Men>Men's Basketball",36130
38762,"Justin Namolik","Men>Men's Basketball",36132
38763,"Nick Dials","Men>Men's Basketball",36134
38764,"Anthony Monaco","Men>Men's Basketball|Men>Men's Golf",36134
38765,"Blake Mellinger","Men>Men's Basketball",36136
38766,"Davis Absher","Men>Men's Basketball|Men>Men's Golf",36136
38767,"Drew Absher","Men>Men's Basketball|Women>Women's Golf",36136
38769,"Ben Howlett","Men>Men's Basketball",38768
38770,"Bryan Poore","Men>Men's Basketball",36138
38772,"Jack Meriwether","Men>Men's Basketball",38771
38773,"Danny Sancomb","Men>Men's Basketball",36140
38775,"Kevin Daugherty","Men>Men's Basketball",38774
38776,"Brian Smith","Men>Men's Basketball|Men>Men's Wrestling|Women>Women's Soccer|Women>Women's Volleyball",36985
38777,"Ed Collar","Men>Men's Basketball",36144
38778,"Matt Lee","Men>Men's Basketball",36146
38779,"Mike Long","Men>Men's Basketball",36148
38780,"Matt St. Croix","Men>Men's Basketball|Women>Women's Tennis",36150
38782,"Daryl Crist","Men>Men's Basketball",38781
38783,"Harry Rolle","Men>Men's Basketball",36152
38784,"Bill Haskell","Men>Men's Basketball",36154
38786,"Leon Rice","Men>Men's Basketball",38785
38788,"Niko Medved","Men>Men's Basketball",38787
38789,"Justin Hutson","Men>Men's Basketball",36156
38790,"Eric Musselman","Men>Men's Basketball",36158
