id,Title,_school_details_address,_school_sports,Sports
35098,"Kingsborough Community College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Soccer|Men>Men's Tennis|Men>Men's Track &amp; Field|Women>Women's Basketball|Women>Women's Cheerleading|Women>Women's Cross Country|Women>Women's Soccer|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35100,"Lehman College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Soccer|Men>Men's Swimming &amp; Diving|Men>Men's Tennis|Men>Men's Track &amp; Field|Men>Men's Volleyball|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Soccer|Women>Women's Softball|Women>Women's Swimming &amp; Diving|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35102,"Manhattan Cc, Borough Of",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Soccer|Women>Women's Basketball|Women>Women's Soccer|Women>Women's Volleyball"
35104,"New York, City College Of",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Soccer|Men>Men's Tennis|Men>Men's Track &amp; Field|Men>Men's Volleyball|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Fencing|Women>Women's Soccer|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35106,"Queensborough Community College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Soccer|Men>Men's Swimming &amp; Diving|Men>Men's Track &amp; Field|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Softball|Women>Women's Swimming &amp; Diving|Women>Women's Track &amp; Field"
35108,"Staten Island, Coll. Of",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Soccer|Men>Men's Swimming &amp; Diving|Men>Men's Tennis|Men>Men's Volleyball|Women>Women's Basketball|Women>Women's Cheerleading|Women>Women's Cross Country|Women>Women's Soccer|Women>Women's Softball|Women>Women's Swimming &amp; Diving|Women>Women's Tennis|Women>Women's Volleyball"
35110,"Bridgeport, University Of",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Soccer|Men>Men's Swimming &amp; Diving|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Gymnastics|Women>Women's Lacrosse|Women>Women's Soccer|Women>Women's Softball|Women>Women's Swimming &amp; Diving|Women>Women's Volleyball"
35112,"Liu Post/long Island U.",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Football|Men>Men's Lacrosse|Men>Men's Soccer|Men>Men's Track &amp; Field|Men>Men's Wrestling|Women>Women's Basketball|Women>Women's Bowling|Women>Women's Cheerleading|Women>Women's Cross Country|Women>Women's Dance|Women>Women's Equestrian|Women>Women's Fencing|Women>Women's Field Hockey|Women>Women's Golf|Women>Women's Lacrosse|Women>Women's Rugby|Women>Women's Soccer|Women>Women's Softball|Women>Women's Swimming &amp; Diving|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35114,"Mercy College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Lacrosse|Men>Men's Soccer|Women>Women's Basketball|Women>Women's Field Hockey|Women>Women's Lacrosse|Women>Women's Soccer|Women>Women's Softball|Women>Women's Volleyball"
35116,"Molloy College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Lacrosse|Men>Men's Soccer|Men>Men's Track &amp; Field|Women>Women's Basketball|Women>Women's Bowling|Women>Women's Cheerleading|Women>Women's Cross Country|Women>Women's Equestrian|Women>Women's Field Hockey|Women>Women's Lacrosse|Women>Women's Rugby|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35118,"Queens College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Soccer|Men>Men's Swimming &amp; Diving|Men>Men's Tennis|Men>Men's Track &amp; Field|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Dance|Women>Women's Fencing|Women>Women's Lacrosse|Women>Women's Soccer|Women>Women's Softball|Women>Women's Swimming &amp; Diving|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35120,"St. Thomas Aquinas",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Golf|Men>Men's Lacrosse|Men>Men's Soccer|Men>Men's Tennis|Men>Men's Track &amp; Field|Women>Women's Field Hockey|Women>Women's Lacrosse|Women>Women's Soccer|Women>Women's Softball|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>WoMen's Triathlon"
35122,"Alfred State College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Lacrosse|Men>Men's Soccer|Men>Men's Swimming &amp; Diving|Men>Men's Track &amp; Field|Men>Men's Wrestling|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Soccer|Women>Women's Softball|Women>Women's Swimming &amp; Diving|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35124,"Elmira College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Golf|Men>Men's Ice Hockey|Men>Men's Lacrosse|Men>Men's Soccer|Men>Men's Tennis|Men>Men's Volleyball|Women>Women's Basketball|Women>Women's Cheerleading|Women>Women's Cross Country|Women>Women's Field Hockey|Women>Women's Golf|Women>Women's Ice Hockey|Women>Women's Lacrosse|Women>Women's Soccer|Women>Women's Softball|Women>Women's Tennis|Women>Women's Volleyball"
35126,"Houghton College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Lacrosse|Men>Men's Soccer|Men>Men's Tennis|Men>Men's Track &amp; Field|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Field Hockey|Women>Women's Lacrosse|Women>Women's Soccer|Women>Women's Softball|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35128,"Saint John Fisher College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Crew/Rowing|Men>Men's Cross Country|Men>Men's Football|Men>Men's Golf|Men>Men's Lacrosse|Men>Men's Soccer|Men>Men's Tennis|Men>Men's Track &amp; Field|Men>Men's Volleyball|Women>Women's Basketball|Women>Women's Cheerleading|Women>Women's Crew/Rowing|Women>Women's Cross Country|Women>Women's Field Hockey|Women>Women's Golf|Women>Women's Lacrosse|Women>Women's Softball|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35130,"Stevens Institute Of Technology",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Fencing|Men>Men's Golf|Men>Men's Lacrosse|Men>Men's Soccer|Men>Men's Swimming &amp; Diving|Men>Men's Tennis|Men>Men's Track &amp; Field|Men>Men's Volleyball|Men>Men's Wrestling|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Equestrian|Women>Women's Fencing|Women>Women's Field Hockey|Women>Women's Lacrosse|Women>Women's Soccer|Women>Women's Softball|Women>Women's Swimming &amp; Diving|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35132,"Utica College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Football|Men>Men's Golf|Men>Men's Ice Hockey|Men>Men's Lacrosse|Men>Men's Soccer|Men>Men's Swimming &amp; Diving|Men>Men's Tennis|Men>Men's Track &amp; Field|Women>Women's Basketball|Women>Women's Cheerleading|Women>Women's Cross Country|Women>Women's Field Hockey|Women>Women's Golf|Women>Women's Ice Hockey|Women>Women's Lacrosse|Women>Women's Soccer|Women>Women's Softball|Women>Women's Swimming &amp; Diving|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball|Women>Women's Water Polo"
35134,"Bucks County Community College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Golf|Men>Men's Soccer|Men>Men's Tennis|Women>Women's Basketball|Women>Women's Soccer|Women>Women's Softball|Women>Women's Tennis|Women>Women's Volleyball"
35136,"Delaware County Community College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Golf|Men>Men's Soccer|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Track &amp; Field"
35138,"Lackawanna College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Football|Men>Men's Golf|Men>Men's Soccer|Men>Men's Wrestling|Women>Women's Cross Country|Women>Women's Soccer|Women>Women's Softball|Women>Women's Tennis|Women>Women's Volleyball"
35140,"Lehigh Carbon Cc",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Golf|Men>Men's Soccer|Women>Women's Basketball|Women>Women's Softball|Women>Women's Volleyball"
35142,"Luzerne County Community College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Golf|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Softball|Women>Women's Volleyball"
35144,"Manor College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Soccer|Women>Women's Soccer|Women>Women's Volleyball"
35146,"Montgomery County Community College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Soccer|Women>Women's Basketball|Women>Women's Soccer|Women>Women's Softball|Women>Women's Volleyball"
35148,"Valley Forge Military College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Football|Men>Men's Soccer|Men>Men's Track &amp; Field|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35150,"Williamson College Of The Trades",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Football|Men>Men's Lacrosse|Men>Men's Soccer|Men>Men's Tennis|Men>Men's Wrestling"
35152,"Central Florida, College Of",,,"Men>Men's Baseball|Men>Men's Basketball|Women>Women's Basketball|Women>Women's Softball|Women>Women's Volleyball"
35154,"Daytona State College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Soccer|Women>Women's Basketball|Women>Women's Golf|Women>Women's Soccer|Women>Women's Softball|Women>Women's Volleyball"
35156,"Florida State College At Jacksonville",,,"Men>Men's Baseball|Men>Men's Basketball|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Softball|Women>Women's Volleyball"
35158,"Lake-sumter State College",,,"Men>Men's Baseball|Women>Women's Softball|Women>Women's Volleyball"
35160,"Santa Fe College",,,"Men>Men's Baseball|Men>Men's Basketball|Women>Women's Basketball|Women>Women's Softball|Women>Women's Volleyball"
35162,"Seminole State College Of Florida",,,"Men>Men's Baseball|Women>Women's Golf|Women>Women's Softball"
35164,"Northwest Florida State College",,,"Men>Men's Baseball|Men>Men's Basketball|Women>Women's Basketball|Women>Women's Softball"
35166,"Pensacola State College",,,"Men>Men's Baseball|Men>Men's Basketball|Women>Women's Basketball|Women>Women's Softball|Women>Women's Volleyball"
35168,"Tallahassee Community College",,,"Men>Men's Baseball|Men>Men's Basketball|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Softball"
35170,"Broward College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Soccer|Women>Women's Basketball|Women>Women's Soccer|Women>Women's Softball|Women>Women's Tennis|Women>Women's Volleyball"
35172,"Eastern Florida State College",,,"Men>Men's Baseball|Men>Men's Golf|Men>Men's Soccer|Men>Men's Tennis|Women>Women's Basketball|Women>Women's Golf|Women>Women's Softball|Women>Women's Tennis|Women>Women's Volleyball"
35174,"Indian River State College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Swimming &amp; Diving|Women>Women's Basketball|Women>Women's Softball|Women>Women's Swimming &amp; Diving|Women>Women's Volleyball"
35176,"Miami Dade College",,,"Men>Men's Baseball|Men>Men's Basketball|Women>Women's Basketball|Women>Women's Softball|Women>Women's Volleyball"
35178,"Palm Beach State College",,,"Men>Men's Baseball|Men>Men's Basketball|Women>Women's Basketball|Women>Women's Softball|Women>Women's Volleyball"
35180,"Florida, State Coll. Of (manatee-sarasota)",,,"Men>Men's Baseball|Men>Men's Basketball|Women>Women's Softball|Women>Women's Tennis|Women>Women's Volleyball"
35182,"Hillsborough Community College",,,"Men>Men's Baseball|Men>Men's Basketball|Women>Women's Basketball|Women>Women's Softball|Women>Women's Tennis|Women>Women's Volleyball"
35184,"Polk State College",,,"Men>Men's Baseball|Men>Men's Basketball|Women>Women's Soccer|Women>Women's Softball|Women>Women's Volleyball"
35186,"Saint Petersburg College",,,"Men>Men's Baseball|Men>Men's Basketball|Women>Women's Basketball|Women>Women's Cheerleading|Women>Women's Softball|Women>Women's Tennis|Women>Women's Volleyball"
35188,"Victor Valley College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Football|Men>Men's Golf|Men>Men's Soccer|Men>Men's Tennis|Men>Men's Wrestling|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Soccer|Women>Women's Softball|Women>Women's Tennis|Women>Women's Volleyball"
35190,"Lewis-clark State College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Golf|Men>Men's Tennis|Men>Men's Track &amp; Field|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Golf|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35192,"Arkansas Tech University",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Football|Men>Men's Golf|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Golf|Women>Women's Softball|Women>Women's Tennis"
35194,"East Central University",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Football|Men>Men's Track &amp; Field|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Soccer|Women>Women's Softball|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35196,"Harding University",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Football|Men>Men's Golf|Men>Men's Soccer|Men>Men's Tennis|Men>Men's Track &amp; Field|Women>Women's Basketball|Women>Women's Cheerleading|Women>Women's Cross Country|Women>Women's Golf|Women>Women's Soccer|Women>Women's Softball|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35198,"Henderson State University",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Football|Men>Men's Golf|Men>Men's Swimming &amp; Diving|Women>Women's Basketball|Women>Women's Cheerleading|Women>Women's Cross Country|Women>Women's Golf|Women>Women's Softball|Women>Women's Swimming &amp; Diving|Women>Women's Tennis|Women>Women's Volleyball"
35200,"Northwestern Oklahoma State U.",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Football|Men>Men's Golf|Men>Men's Rodeo|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Golf|Women>Women's Rodeo|Women>Women's Soccer|Women>Women's Softball|Women>Women's Volleyball"
35202,"Oklahoma Baptist Univ.",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Football|Men>Men's Golf|Men>Men's Soccer|Men>Men's Swimming &amp; Diving|Men>Men's Tennis|Men>Men's Track &amp; Field|Women>Women's Basketball|Women>Women's Cheerleading|Women>Women's Cross Country|Women>Women's Golf|Women>Women's Lacrosse|Women>Women's Soccer|Women>Women's Softball|Women>Women's Swimming &amp; Diving|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35204,"Ouachita Baptist Univ.",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Football|Men>Men's Soccer|Men>Men's Swimming &amp; Diving|Men>Men's Tennis|Men>Men's Wrestling|Women>Women's Basketball|Women>Women's Cheerleading|Women>Women's Cross Country|Women>Women's Soccer|Women>Women's Softball|Women>Women's Swimming &amp; Diving|Women>Women's Tennis|Women>Women's Volleyball"
35206,"Southeastern Oklahoma State U.",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Football|Men>Men's Golf|Men>Men's Rodeo|Men>Men's Tennis|Women>Women's Basketball|Women>Women's Cheerleading|Women>Women's Cross Country|Women>Women's Rodeo|Women>Women's Softball|Women>Women's Tennis|Women>Women's Volleyball"
35208,"Southern Arkansas University",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Football|Men>Men's Golf|Men>Men's Tennis|Men>Men's Track &amp; Field|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Golf|Women>Women's Softball|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35210,"Southern Nazarene University",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Football|Men>Men's Golf|Men>Men's Soccer|Men>Men's Track &amp; Field|Women>Women's Basketball|Women>Women's Cheerleading|Women>Women's Cross Country|Women>Women's Golf|Women>Women's Soccer|Women>Women's Softball|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35212,"Southwestern Oklahoma State U.",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Football|Men>Men's Golf|Men>Men's Rodeo|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Golf|Women>Women's Rodeo|Women>Women's Soccer|Women>Women's Softball|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35214,"Bergen Community College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Soccer|Men>Men's Track &amp; Field|Men>Men's Wrestling|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Soccer|Women>Women's Softball|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35216,"Brookdale Community College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Lacrosse|Men>Men's Soccer|Men>Men's Tennis|Women>Women's Basketball|Women>Women's Cheerleading|Women>Women's Cross Country|Women>Women's Soccer|Women>Women's Softball|Women>Women's Tennis|Women>Women's Volleyball"
35218,"Camden County College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Golf|Men>Men's Soccer|Men>Men's Wrestling|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Golf|Women>Women's Soccer|Women>Women's Softball|Women>Women's Tennis"
35220,"Mercer County Community College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Soccer|Men>Men's Tennis|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Soccer|Women>Women's Softball|Women>Women's Tennis"
35222,"Middlesex County College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Golf|Men>Men's Soccer|Men>Men's Track &amp; Field|Men>Men's Wrestling|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Soccer|Women>Women's Softball|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35224,"Morris, County Coll. Of",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Lacrosse|Men>Men's Soccer|Women>Women's Basketball|Women>Women's Soccer|Women>Women's Softball|Women>Women's Volleyball"
35226,"Ocean County College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Golf|Men>Men's Lacrosse|Men>Men's Soccer|Men>Men's Tennis|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Golf|Women>Women's Soccer|Women>Women's Softball|Women>Women's Tennis|Women>Women's Volleyball"
35228,"Raritan Valley Community College",,,"Men>Men's Baseball|Men>Men's Cross Country|Men>Men's Golf|Men>Men's Soccer|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Golf|Women>Women's Soccer|Women>Women's Softball|Women>Women's Volleyball"
35230,"Rowan College At Burlington County",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Soccer|Women>Women's Basketball|Women>Women's Soccer|Women>Women's Softball"
35232,"Rowan College At Gloucester County",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Soccer|Men>Men's Track &amp; Field|Men>Men's Wrestling|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Soccer|Women>Women's Softball|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35234,"Sussex County Community College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Soccer|Women>Women's Basketball|Women>Women's Soccer|Women>Women's Softball"
35236,"Union County College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Golf|Men>Men's Lacrosse|Men>Men's Soccer|Men>Men's Track &amp; Field|Women>Women's Basketball|Women>Women's Bowling|Women>Women's Cross Country|Women>Women's Golf|Women>Women's Soccer|Women>Women's Softball|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35238,"Abraham Baldwin Agricultural College",,,"Men>Men's Baseball|Men>Men's Golf|Men>Men's Tennis|Women>Women's Soccer|Women>Women's Softball|Women>Women's Tennis"
35240,"East Georgia State College",,,"Men>Men's Baseball|Men>Men's Basketball|Women>Women's Basketball|Women>Women's Softball"
35242,"Georgia Highlands College",,,"Men>Men's Baseball|Women>Women's Basketball|Women>Women's Softball"
35244,"Gordon State College (ga)",,,"Men>Men's Baseball|Men>Men's Basketball|Women>Women's Soccer|Women>Women's Softball"
35246,"South Georgia State College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Swimming &amp; Diving|Women>Women's Cross Country|Women>Women's Soccer|Women>Women's Softball|Women>Women's Swimming &amp; Diving"
35248,"West Georgia Technical College",,,"Men>Men's Baseball|Men>Men's Basketball|Women>Women's Basketball|Women>Women's Softball"
35250,"Ashland University",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Football|Men>Men's Golf|Men>Men's Soccer|Men>Men's Swimming &amp; Diving|Men>Men's Track &amp; Field|Men>Men's Wrestling|Women>Women's Basketball|Women>Women's Cheerleading|Women>Women's Cross Country|Women>Women's Golf|Women>Women's Lacrosse|Women>Women's Soccer|Women>Women's Softball|Women>Women's Swimming &amp; Diving|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35252,"Davenport University-grand Rapids",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Football|Men>Men's Golf|Men>Men's Lacrosse|Men>Men's Soccer|Men>Men's Tennis|Men>Men's Track &amp; Field|Men>Men's Volleyball|Men>Men's Wrestling|Women>Women's Basketball|Women>Women's Cheerleading|Women>Women's Cross Country|Women>Women's Dance|Women>Women's Golf|Women>Women's Lacrosse|Women>Women's Rugby|Women>Women's Soccer|Women>Women's Softball|Women>Women's Swimming &amp; Diving|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35254,"Grand Valley State University",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Football|Men>Men's Golf|Men>Men's Swimming &amp; Diving|Men>Men's Tennis|Men>Men's Track &amp; Field|Women>Women's Basketball|Women>Women's Cheerleading|Women>Women's Cross Country|Women>Women's Golf|Women>Women's Lacrosse|Women>Women's Soccer|Women>Women's Softball|Women>Women's Swimming &amp; Diving|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35256,"Northwood University (mi)",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Football|Men>Men's Golf|Men>Men's Soccer|Men>Men's Tennis|Men>Men's Track &amp; Field|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Golf|Women>Women's Soccer|Women>Women's Softball|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35258,"Purdue University Northwest",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Golf|Men>Men's Soccer|Men>Men's Tennis|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Golf|Women>Women's Soccer|Women>Women's Softball|Women>Women's Tennis|Women>Women's Volleyball"
35260,"Saginaw Valley State",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Football|Men>Men's Golf|Men>Men's Soccer|Men>Men's Swimming &amp; Diving|Men>Men's Track &amp; Field|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Golf|Women>Women's Soccer|Women>Women's Softball|Women>Women's Swimming &amp; Diving|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35262,"Tiffin University",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Football|Men>Men's Golf|Men>Men's Soccer|Men>Men's Swimming &amp; Diving|Men>Men's Tennis|Men>Men's Track &amp; Field|Men>Men's Wrestling|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Golf|Women>Women's Lacrosse|Women>Women's Soccer|Women>Women's Softball|Women>Women's Swimming &amp; Diving|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35264,"Wayne State University",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Fencing|Men>Men's Football|Men>Men's Golf|Men>Men's Swimming &amp; Diving|Men>Men's Tennis|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Fencing|Women>Women's Golf|Women>Women's Softball|Women>Women's Swimming &amp; Diving|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35266,"Arizona Christian University",,,"Men>Men's Baseball|Men>Men's Cross Country|Men>Men's Football|Men>Men's Golf|Men>Men's Soccer|Men>Men's Tennis|Men>Men's Track &amp; Field|Women>Women's Acrobatics &amp; Tumbling, in Nat'l Collegiate Acrobatics &amp; Tumbling Assn.|Women>Women's Basketball|Women>Women's Beach Volleyball|Women>Women's Cross Country|Women>Women's Golf|Women>Women's Soccer|Women>Women's Softball|Women>Women's Swimming &amp; Diving|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35268,"Hope International University",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Golf|Men>Men's Tennis|Men>Men's Track &amp; Field|Men>Men's Volleyball|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Dance|Women>Women's Golf|Women>Women's Soccer|Women>Women's Softball|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35270,"Master's College, The",,,"Men>Men's Baseball|Men>Men's Cross Country|Men>Men's Golf|Men>Men's Soccer|Men>Men's Swimming &amp; Diving|Men>Men's Track &amp; Field|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Soccer|Women>Women's Swimming &amp; Diving|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35272,"Menlo College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Golf|Men>Men's Soccer|Men>Men's Track &amp; Field|Men>Men's Volleyball|Women>Women's Basketball|Women>Women's Cheerleading|Women>Women's Cross Country|Women>Women's Golf|Women>Women's Soccer|Women>Women's Softball|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35274,"San Diego Christian College",,,"Men>Men's Baseball|Men>Men's Basketball|Men>Men's Cross Country|Men>Men's Soccer|Men>Men's Tennis|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Soccer|Women>Women's Softball|Women>Women's Tennis|Women>Women's Volleyball"
35276,"Vanguard University",,,"Men>Men's Baseball|Men>Men's Cross Country|Men>Men's Golf|Men>Men's Soccer|Men>Men's Track &amp; Field|Women>Women's Basketball|Women>Women's Beach Volleyball|Women>Women's Cross Country|Women>Women's Golf|Women>Women's Soccer|Women>Women's Softball|Women>Women's Track &amp; Field|Women>Women's Volleyball"
35278,"Westmont College",,,"Men>Men's Baseball|Men>Men's Cross Country|Men>Men's Soccer|Men>Men's Tennis|Men>Men's Track &amp; Field|Women>Women's Basketball|Women>Women's Cross Country|Women>Women's Soccer|Women>Women's Tennis|Women>Women's Track &amp; Field|Women>Women's Volleyball"
