id,Title,Content
36406,"Benedictine University",
36408,"Concordia University (wi)",
36410,"Concordia University Chicago",
36412,"Dominican University (il)",
36414,"Lakeland College (wi)",
36416,"Marian University Of Wisconsin",
36418,"Milwaukee School Of Engineering",
36420,"Rockford University",
36422,"Wisconsin Lutheran College",
36424,"Augustana University",
36426,"Bemidji State University",
36428,"Mary, University Of",
36430,"Minnesota State U. Mankato",
36432,"Minnesota, U. Of (crookston)",
36434,"Minnesota, U. Of (duluth)",
36436,"Minot State University",
36438,"Northern State University",
36440,"Sioux Falls, University Of",
36442,"Southwest Minnesota State U.",
36444,"St. Cloud State Univ.",
36446,"Upper Iowa University",
36448,"Wayne State College",
36450,"Winona State University",
36452,"George Fox University",
36454,"Lewis & Clark College",
36456,"Linfield College",
36458,"Pacific Lutheran University",
36460,"Pacific University",
36462,"Puget Sound, Univ. Of",
36464,"Whitman College",
36466,"Whitworth University",
36468,"Willamette University",
36470,"Big Bend Community College",
36472,"Blue Mountain Community College",
36473,"Centralia College",
36475,"Chemeketa Community College",
36477,"Clackamas Community College",
36479,"Clark College",
36481,"Columbia Basin College",
36483,"Douglas College",
36485,"Everett Community College",
36487,"Grays Harbor College",
36489,"Green River College",
36491,"Lane Community College",
36493,"Linn-benton Community College",
36495,"Lower Columbia College",
36497,"Mt. Hood Community College",
36499,"Olympic College",
36501,"Pierce College",
36503,"Shoreline Community College",
36505,"Skagit Valley College",
36507,"Southwestern Oregon Community College",
36509,"Spokane, Community Colleges Of",
36511,"Tacoma Community College",
36513,"Treasure Valley Community College",
36515,"Walla Walla Community College",
36517,"Wenatchee Valley College",
36519,"Yakima Valley Community College",
36521,"Baldwin Wallace University",
36523,"Capital University",
36525,"Heidelberg University",
36527,"John Carroll University",
36529,"Marietta College",
36531,"Mount Union, Univ. Of",
36533,"Muskingum University",
36535,"Ohio Northern University",
36537,"Otterbein University",
36539,"Wilmington College (oh)",
36541,"Clark State Community College",
36543,"Cuyahoga Cc (western Campus)",
36545,"Edison Community College",
36547,"Lakeland Community College",
36549,"Sinclair Community College",
36551,"Miami University (hamilton)",
36553,"Miami University (middletown)",
36555,"Ohio State Lima",
36557,"Ohio State Mansfield",
36559,"Ohio University-chillicothe",
36561,"Ohio University-lancaster",
36563,"Ohio University-zanesville",
36565,"Austin Peay State University",
36567,"Belmont University",
36569,"Eastern Illinois University",
36570,"Eastern Kentucky University",
36572,"Jacksonville State U.",
36574,"Morehead State University",
36576,"Murray State University",
36578,"Southeast Missouri State",
36580,"Southern Illinois U. Edwardsville (siue)",
36582,"Tennessee Martin, University Of",
36584,"Tennessee Tech University",
36586,"Carl Albert State College",
36588,"Connors State College",
36590,"Northeastern Oklahoma A&m College",
36592,"Northern Oklahoma College-enid",
36594,"Northern Oklahoma College-tonkawa",
36596,"Redlands Community College",
36598,"Rose State College",
36600,"Seminole State College",
36602,"Western Oklahoma State",
36604,"Eastern Mennonite University",
36606,"Emory & Henry College",
36608,"Guilford College",
36610,"Hampden-sydney College",
36612,"Lynchburg College",
36614,"Randolph-macon College",
36616,"Roanoke College",
36618,"Shenandoah University",
36620,"Virginia Wesleyan University",
36622,"Washington & Lee University",
36624,"Cypress College",
36626,"Fullerton College",
36628,"Golden West College",
36630,"Irvine Valley College",
36632,"Orange Coast College",
36634,"Riverside City College",
36636,"Saddleback Community College",
36638,"Santa Ana College",
36640,"Arizona State University",
36642,"Arizona, University Of",
36644,"California, U. Of (berkeley)",
36646,"California, U. Of (ucla)",
36648,"Oregon State University",
36650,"Oregon, University Of",
36652,"Southern California, U. Of (usc)",
36654,"Stanford University",
36656,"Utah, University Of",
36658,"Washington State University",
36660,"Washington, University Of",
36662,"Academy Of Art University",
36664,"Azusa Pacific University",
36666,"Biola University",
36668,"California Baptist University",
36670,"Concordia University Irvine",
36672,"Fresno Pacific University",
36674,"Hawaii Pacific University",
36676,"Hawaii-hilo, Univ. Of",
36678,"Holy Names University",
36680,"Point Loma Nazarene University",
36682,"Bucknell University",
36684,"Holy Cross, College Of The",
36686,"Lafayette College",
36688,"Lehigh University",
36690,"United States Military Acad. (army)",
36692,"United States Naval Academy (navy)",
36694,"Desert, College Of The",
36696,"Grossmont College",
36698,"Mount San Jacinto Community College",
36700,"Palomar College",
36702,"San Bernardino Valley College",
36704,"San Diego City College",
36706,"San Diego Mesa College",
36708,"Southwestern College (ca)",
36710,"Augusta University",
36712,"Columbus State University",
36714,"Flagler College",
36716,"Francis Marion University",
36718,"Georgia College",
36720,"Georgia Southwestern State U.",
36722,"Lander University",
36724,"North Carolina, University Of (pembroke)",
36726,"North Georgia, University Of",
36728,"South Carolina, U. Of Aiken",
36730,"Young Harris College",
36733,"Chatham University",
36735,"Geneva College",
36737,"Grove City College",
36739,"Saint Vincent College",
36741,"Washington & Jefferson College",
36743,"Waynesburg University",
36745,"Westminster College (pa)",
36747,"Bloomsburg University",
36749,"California University Of Pennsylvania",
36751,"Clarion University",
36753,"East Stroudsburg University",
36755,"Gannon University",
36757,"Indiana U. Of Pennsylvania",
36759,"Kutztown University",
36761,"Lock Haven University",
36762,"Mansfield University",
36764,"Mercyhurst University",
36766,"Millersville U. Of Pennsylvania",
36768,"Pittsburgh, U. Of (johnstown)",
36770,"Seton Hill University",
36772,"Shippensburg University",
36774,"Slippery Rock University",
36776,"West Chester University",
36778,"Penn State Beaver",
36780,"Penn State Brandywine",
36782,"Penn State Dubois",
36784,"Penn State Fayette",
36786,"Penn State Greater Allegheny",
36788,"Penn State Hazleton",
36790,"Penn State Mont Alto",
36792,"Penn State New Kensington",
36794,"Penn State Schuylkill",
36796,"Penn State Wilkes-barre",
36798,"Penn State Worthington Scranton",
36800,"Houston-victoria, University Of",
36802,"Huston-tillotson University",
36804,"Jarvis Christian College",
36806,"Louisiana State U. At Alexandria",
36808,"Louisiana State U.-shreveport",
36810,"Our Lady Of The Lake University",
36812,"Southwest, Univ. Of The",
36814,"Texas A&m University-texarkana",
36816,"Texas College",
36818,"Wiley College",
36820,"Bryant & Stratton College (va)",
36822,"Danville Community College",
36824,"Guilford Technical Community College",
36826,"Lenoir Community College",
36828,"Louisburg College",
36830,"New River Community College",
36832,"South Carolina Union, University Of",
36834,"South Carolina, U. Of Lancaster",
36836,"South Carolina, U. Of Salkehatchie",
36838,"Southeastern Community College (nc)",
36840,"Surry Community College",
36842,"Wake Technical Community College",
36844,"Lorain County Community College",
36846,"Western Technical College",
36848,"Alvin Community College",
36850,"Angelina College",
36852,"Blinn College",
36854,"Bossier Parish Community College",
36856,"Coastal Bend College",
36858,"Galveston College",
36860,"Panola College",
36862,"Paris Junior College",
36864,"Tyler Junior College",
36866,"Wharton County Junior College",
36868,"Asa College",
36870,"Nassau Community College",
36872,"Suffolk County Community College",
36874,"Atlantic Cape Community College",
36876,"Arkansas Baptist College",
36878,"Connecticut, Univ. Of At Avery Point",
36880,"Baton Rouge Community College",
36882,"Tompkins Cortland Community College",
36884,"Bryant & Stratton College (wi)",
36886,"Luna Community College",
36888,"North Central Texas College",
36890,"Ranger College",
36892,"Vernon College",
36894,"Asa Miami",
36896,"Florida Southwestern State College",
36898,"Northeastern Junior College",
36900,"Trinidad State Junior College",
36902,"Alice Lloyd College",
36905,"Asbury University",
36907,"Brescia University",
36909,"Indiana University Kokomo",
36911,"Indiana University Southeast",
36913,"Midway University",
36915,"Ohio Christian University",
36917,"Point Park University",
36919,"Rio Grande, Univ. Of",
36921,"West Virginia U. Inst. Of Tech.",
36923,"Adams State University",
36925,"Colorado Christian University",
36927,"Colorado Mesa University",
36929,"Colorado School Of Mines",
36931,"Colorado State U.-pueblo",
36933,"Colorado, U. Of (colorado Springs)",
36935,"Dixie State University",
36937,"Metropolitan State University Of Denver",
36939,"New Mexico Highlands University",
36941,"Regis University",
36943,"Colorado Northwestern Cc",
36945,"Salt Lake Community College",
36947,"Southern Idaho, Coll. Of",
36949,"Southern Nevada, College Of",
36951,"California Institute Of Tech.",
36953,"California Lutheran U.",
36955,"Chapman University",
36957,"Claremont-mudd-scripps Colleges",
36959,"Occidental College",
36961,"Pomona-pitzer Colleges",
36963,"Redlands, University Of",
36965,"Whittier College",
36967,"Alabama, University Of",
36969,"Arkansas, U. Of (fayetteville)",
36971,"Auburn University",
36973,"Florida, University Of",
36975,"Georgia, University Of",
36977,"Kentucky, University Of",
36979,"Louisiana State University",
36981,"Mississippi State University",
36983,"Mississippi, University Of",
36985,"Missouri, University Of",
36987,"South Carolina, U. Of",
36989,"Tennessee, University Of (knoxville)",
36991,"Texas A&m University",
36993,"Vanderbilt University",
36995,"Albany State University",
36997,"Benedict College",
36999,"Claflin University",
37001,"Clark Atlanta University",
37003,"Kentucky State University",
37005,"Lane College",
37007,"Le Moyne-owen College",
37009,"Miles College",
37011,"Morehouse College",
37013,"Paine College",
37015,"Spring Hill College",
37017,"Tuskegee University",
37019,"Farmingdale State College",
37021,"Mount Saint Mary College",
37023,"Mount Saint Vincent, Coll. Of",
37025,"Purchase College, State University Of New York",
37027,"Saint Joseph's College-long Island",
37029,"St. Joseph's College (brooklyn, Ny)",
37031,"Suny College At Old Westbury",
37033,"Suny Maritime College",
37035,"United States Merchant Marine Acad.",
37037,"Yeshiva University",
37039,"Eureka College",
37041,"Fontbonne University",
37043,"Greenville University",
37045,"Iowa Wesleyan University",
37047,"Principia College",
37049,"Spalding University",
37050,"Webster University",
37052,"Westminster College (mo)",
37054,"Bacone College",
37056,"Central Christian Coll. (ks)",
37058,"Mid-america Christian University",
37060,"Oklahoma City University",
37062,"Oklahoma Panhandle State Univ.",
37064,"Oklahoma, U. Of Science & Arts Of",
37066,"Southwestern Assemblies Of God University",
37068,"Texas Wesleyan University",
37070,"Wayland Baptist University",
37072,"Anderson University (sc)",
37074,"Carson-newman University",
37076,"Catawba College",
37078,"Coker College",
37080,"Lenoir-rhyne University",
37082,"Lincoln Memorial University",
37084,"Mars Hill University",
37086,"Newberry College",
37088,"Queens University Of Charlotte",
37090,"Wingate University",
37092,"Cerritos College",
37094,"Chaffey College",
37096,"Compton College",
37098,"East Los Angeles College",
37100,"El Camino College",
37102,"Long Beach City College",
37104,"Los Angeles Harbor College",
37106,"Mt. San Antonio College",
37108,"Pasadena City College",
37110,"Rio Hondo College",
37112,"Citadel, The",
37114,"East Tennessee State U.",
37116,"Furman University",
37118,"Mercer University",
37120,"North Carolina, U. Of (greensboro)",
37122,"Samford University",
37124,"Virginia Military Institute",
37126,"Western Carolina University",
37128,"Wofford College",
37130,"Berry College",
37132,"Birmingham-southern College",
37134,"Centre College",
37136,"Hendrix College",
37138,"Millsaps College",
37140,"Oglethorpe University",
37142,"Sewanee: The University Of The South",
37144,"Austin College",
37146,"Centenary College Of Louisiana",
37148,"Dallas, University Of",
37150,"Schreiner University",
37152,"Southwestern University",
37154,"Texas Lutheran Univ.",
37156,"Trinity University",
37158,"Bethel University (tn)",
37160,"Blue Mountain College",
37162,"Faulkner University",
37164,"Loyola University New Orleans",
37166,"Martin Methodist College",
37168,"Middle Georgia State University",
37170,"Mobile, University Of",
37172,"William Carey University",
37174,"Abilene Christian University",
37176,"Central Arkansas, U. Of",
37178,"Houston Baptist University",
37180,"Incarnate Word, U. Of The",
37182,"Lamar University",
37184,"Mcneese State University",
37186,"New Orleans, Univ. Of",
37188,"Nicholls State University",
37190,"Northwestern State Univ.",
37192,"Sam Houston State University",
37194,"Southeastern Louisiana U.",
37196,"Stephen F. Austin State U.",
37198,"Texas A&m U. (corpus Christi)",
37200,"Indiana U.-purdue U. (fort Wayne)",
37202,"Nebraska (omaha), U. Of",
37204,"North Dakota State University",
37206,"Oral Roberts University",
37208,"South Dakota State",
37210,"Western Illinois University",
37212,"Appalachian State University",
37214,"Arkansas State University",
37216,"Coastal Carolina University",
37218,"Georgia Southern University",
37220,"Georgia State University",
37222,"Little Rock",
37224,"Louisiana At Lafayette, U. Of",
37226,"Louisiana At Monroe, U. Of",
37228,"South Alabama, Univ. Of",
37230,"Texas State University-san Marcos",
37232,"Texas, University Of (arlington)",
37234,"Troy University",
37236,"Ave Maria University",
37238,"Florida Memorial University",
37240,"Keiser University",
37242,"South Carolina, U. Of Beaufort",
37244,"Southeastern University",
37246,"St. Thomas University (fl)",
37248,"Warner University",
37250,"Webber International University",
37252,"Barry University",
37254,"Eckerd College",
37256,"Embry-riddle Aeronautical University",
37258,"Florida Southern College",
37260,"Florida Tech",
37262,"Lynn University",
37264,"Nova Southeastern University",
37266,"Palm Beach Atlantic University",
37268,"Rollins College",
37270,"Saint Leo University",
37272,"Tampa, University Of",
37274,"Brockport, The College At",
37276,"Fredonia State U. Of Ny",
37278,"Oswego State",
37280,"Plattsburgh State",
37282,"Suny Cortland",
37284,"Suny New Paltz",
37286,"Suny Oneonta",
37288,"Alabama A&m University",
37290,"Alabama State University",
37292,"Alcorn State University",
37294,"Arkansas, U. Of (pine Bluff)",
37296,"Grambling State University",
37298,"Jackson State University",
37300,"Mississippi Valley State U.",
37302,"Prairie View A&m University",
37304,"Southern Univ. & A&m",
37306,"Texas Southern University",
37308,"Chattanooga State Community College",
37310,"Columbia State Community College",
37312,"Dyersburg State Community College",
37314,"Jackson State Community College",
37316,"Motlow State Community College",
37318,"Roane State Community College",
37320,"Southwest Tennessee Community College",
37322,"Volunteer State Community College",
37324,"Walters State Community College",
37326,"Brandeis University",
37328,"Case Western Reserve University",
37330,"Emory University",
37332,"New York University",
37334,"Washington University In St. Louis",
37336,"Crown College (mn)",
37338,"Martin Luther College",
37340,"Minnesota, U. Of (morris)",
37342,"North Central University",
37344,"Northland College",
37346,"Northwestern, Univ. Of",
37348,"St. Scholastica, Coll. Of",
37350,"Wisconsin, U. Of (superior)",
37352,"Averett University",
37354,"Berea College",
37356,"Brevard College",
37358,"Covenant College",
37360,"Ferrum College",
37362,"Greensboro College",
37364,"Huntingdon College",
37366,"La Grange College",
37368,"Maryville College",
37370,"Methodist University",
37372,"North Carolina Wesleyan",
37374,"Pfeiffer University",
37376,"Piedmont College",
37378,"William Peace University",
37380,"Apprentice School, The",
37382,"Central Pennsylvania College",
37384,"Cincinnati, U. Of-clermont College",
37386,"Concordia College Alabama",
37388,"Kent State University Tuscarawas",
37390,"Mississippi University For Women",
37392,"Oakwood University",
37394,"Robert Morris University Springfield",
37396,"Stratford University",
37398,"Suny Canton",
37400,"Wright State U.-lake Campus",
37402,"California State University, Bakersfield",
37404,"Chicago State University",
37406,"Grand Canyon University",
37408,"New Mexico State University",
37410,"Northern Colorado, U. Of",
37412,"Sacramento State University",
37414,"Seattle University",
37416,"Texas, University Of (rio Grande Valley)",
37418,"Utah Valley University",
37420,"Brigham Young University",
37422,"Gonzaga University",
37424,"Loyola Marymount University",
37426,"Pacific, University Of The",
37428,"Pepperdine University",
37430,"Portland, University Of",
37432,"Saint Mary's College (ca)",
37434,"San Diego, University Of",
37436,"San Francisco, Univ. Of",
37438,"Santa Clara University",
37440,"Allan Hancock College",
37442,"Antelope Valley College",
37444,"Bakersfield College",
37446,"Citrus College",
37448,"College Of The Canyons",
37450,"Cuesta College",
37452,"Los Angeles Mission College",
37454,"Los Angeles Pierce College",
37456,"Los Angeles Valley College",
37458,"Moorpark College",
37460,"Oxnard College",
37462,"Santa Barbara City College",
37464,"West Los Angeles College",
37466,"Wisconsin, U. Of (la Crosse)",
37468,"Wisconsin, U. Of (oshkosh)",
37470,"Wisconsin, U. Of (platteville)",
37472,"Wisconsin, U. Of (stevens Point)",
37474,"Wisconsin, U. Of (stout)",
37476,"Wisconsin, U. Of (whitewater)",
37478,"Clarendon College",
37480,"El Paso Community College",
37482,"Frank Phillips College",
37484,"Howard College",
37486,"Midland College",
37488,"New Mexico Junior College",
37490,"New Mexico Military Institute",
37492,"Odessa College",
37494,"Western Texas College",
37496,"Erie Community College",
37498,"Genesee Community College",
37500,"Mercyhurst North East",
37502,"Monroe Community College",
37504,"Niagara County Community College",
37506,"Aquinas College",
37508,"Cornerstone University",
37510,"Indiana Tech",
37512,"Lawrence Technological University",
37514,"Lourdes University",
37516,"Madonna University",
37518,"Marygrove College",
37520,"Michigan, University Of (dearborn)",
37522,"Northwestern Ohio, University Of",
37524,"Rochester College",
37526,"Siena Heights University",
37528,"Butler County Community College",
37530,"Ccac Boyce Campus",
37532,"Ccac South Campus",
37534,"Potomac State College Of Wvu",
37536,"Westmoreland County Cc",
37538,"Central Maine Community College",
37540,"Great Bay Community College",
37542,"Nhti, Concord's Comm. College",
37544,"Southern Maine Community College",
37557,"Suny Delhi",
37559,"Valley Forge, University Of",
37572,"Syracuse University",
37579,"Chattahoochee Valley Community College",
37582,"Coastal Alabama Cc-monroeville",
37585,"Gadsden State Community College",
37588,"Lurleen B. Wallace Community College",
37596,"Franciscan University",
37599,"Medaille College",
37612,"New Hampshire, University Of",
37615,"Vermont, University Of",
37624,"Southern Methodist University",
37626,"Temple University",
37629,"Tulsa, The University Of",
37638,"Missouri Baptist University",
37641,"Saint Louis College Of Pharmacy",
37651,"Sul Ross State University",
37655,"Allen University",
37657,"Bryan College",
37660,"Montreat College",
37672,"Eastern Arizona College",
37687,"Fisk University",
37689,"Haskell Indian Nations U.",
37691,"Indiana University Northwest",
37693,"Johnson & Wales U. (co)",
37701,"Washington Adventist University",
37703,"Wilberforce University",
37705,"California, U. Of (santa Cruz)",
37716,"Alameda, College Of",
37722,"Mendocino College",
37724,"Merritt College",
37730,"Iowa State University",
37750,"Depaul University",
37753,"Marquette University",
37755,"Providence College",
37761,"Eastern Washington Univ.",
37763,"Idaho State University",
37765,"Idaho, University Of",
37767,"Montana State U.-bozeman",
37769,"Montana, University Of",
37771,"North Dakota, Univ. Of",
37773,"Northern Arizona University",
37776,"Portland State University",
37779,"Southern Utah University",
37781,"Weber State University",
37805,"Wisconsin, U. Of (madison)",
37825,"Humboldt State University",
37831,"Antelope Valley, Univ. Of",
37833,"California St. U. Maritime Acad",
37835,"California, U. Of (merced)",
37837,"Embry-riddle Aeronautical U.",
37839,"Pacific Union College",
37853,"Eastern Oregon University",
37855,"Evergreen State College",
37858,"Multnomah University",
37860,"Northwest Christian University",
37862,"Northwest University",
37865,"Southern Oregon University",
37867,"Walla Walla University",
37869,"Warner Pacific College",
37895,"Georgian Court University",
37898,"Holy Family University",
37905,"Wilmington University (de)",
37907,"Bowie State University",
37910,"Elizabeth City State U.",
37911,"Fayetteville State University",
37914,"Livingstone College",
37917,"Shaw University",
37920,"Virginia Union Univ.",
37924,"Columbia College (ca)",
37933,"Cardinal Stritch University",
37935,"Holy Cross College",
37938,"Judson University",
37951,"Foothill College",
37958,"San Jose City College",
37964,"Drexel University",
37980,"Rosemont College",
37985,"New England, Univ. Of",
37996,"Lees-mcrae College",
38008,"North Texas, University Of",
38014,"University Of Texas At El Paso (utep)",
38026,"Taylor University",
38030,"Brooklyn College",
38032,"Hostos Community College",
38034,"Hunter College",
38040,"Medgar Evers College",
38047,"Daemen College",
38049,"District Of Columbia, U. Of",
38056,"Roberts Wesleyan College",
38058,"Alfred University",
38061,"Hartwick College",
38064,"Nazareth College",
38071,"Harrisburg Area Community College",
38078,"Northampton Community College",
38080,"Philadelphia, Community College Of",
38082,"Thaddeus Stevens College Of Tech.",
38089,"Chipola College",
38091,"Gulf Coast State College",
38102,"Pasco-hernando State College",
38107,"Carroll College",
38110,"Montana State U.-northern",
38112,"Montana Tech",
38114,"Montana Western, U. Of",
38116,"Providence, University Of",
38118,"Rocky Mountain College",
38120,"Arkansas At Monticello, University Of",
38136,"Cumberland County College",
38138,"Essex County College",
38144,"Passaic County Community College",
38149,"Albany Technical College",
38151,"Andrew College",
38153,"Central Georgia Tech. College",
38158,"South Georgia Technical College",
38163,"Ferris State University",
38166,"Lake Superior State University",
38168,"Michigan Tech. University",
38170,"Northern Michigan University",
38195,"Rockhurst University",
38210,"Ohio Valley University",
38218,"Mount Ida College",
38221,"Regis College",
38224,"Saint Joseph's College (me)",
38227,"Alaska Anchorage, U. Of",
38229,"Alaska, University Of",
38236,"Seattle Pacific University",
38238,"Simon Fraser University",
38241,"Western Washington University",
38251,"Mount Marty College",
38256,"Lake Land College",
38258,"Lincoln Trail College",
38260,"Olney Central College",
38263,"Southeastern Illinois College",
38265,"Southwestern Illinois College",
38267,"Dillard University",
38270,"Philander Smith College",
38272,"Southern University At New Orleans",
38299,"Graceland University",
38312,"Manchester University",
38315,"Rose-hulman Inst. Of Tech.",
38329,"Cleveland State University",
38331,"Detroit Mercy, Univ. Of",
38333,"Green Bay (university Of Wisconsin-green Bay)",
38336,"Indiana U.-purdue U. Indianapolis",
38343,"Albany Coll. Of Pharmacy & Health Sciences",
38345,"Berkeley College",
38347,"Culinary Institute Of America, The",
38349,"King's College, The",
38351,"Pratt Institute",
38353,"Suny Coll. Environmental Science & Forestry",
38362,"Bahamas, University Of The",
38364,"Barber-scotia College",
38367,"Casper College",
38371,"Dakota County Tech College",
38373,"Eastern Wyoming College",
38378,"Kankakee Community College",
38380,"Kennedy-king College",
38383,"Lamar Community College",
38385,"Lee College",
38387,"Little Big Horn College",
38389,"Malcolm X College",
38391,"North Arkansas College",
38394,"Northwest Kansas Technical College",
38401,"Richard J. Daley College",
38403,"Saint Louis Christian College",
38406,"San Jacinto College (central)",
38408,"Sheridan College",
38410,"South Suburban College",
38412,"Southern University Shreveport",
38414,"Union College (ne)",
38422,"Little Priest Tribal College",
38430,"Coe College",
38450,"Oklahoma Wesleyan U.",
38455,"Saint Mary, University Of",
38477,"Virgin Islands, Univ. Of",
38482,"Goucher College",
38489,"Hobart College",
38508,"Midwestern State University",
38510,"Texas A&m University (commerce)",
38515,"Western New Mexico Univ.",
38521,"Lycoming College",
38546,"Allegany College Of Maryland",
38551,"Chesapeake College",
38555,"Harford Community College",
38557,"Howard Community College",
38567,"Bristol Community College",
38575,"Roxbury Community College",
38577,"Springfield Tech Community College",
38580,"Fond Du Lac Tribal & Community College",
38583,"Itasca Community College",
38598,"Richland College",
38611,"Alpena Community College",
38619,"Jackson College",
38626,"Mid Michigan Community College",
38629,"Oakland Community College",
38655,"Akron, University Of",
38659,"Buffalo, University At",
38673,"Hampton University",
38675,"Howard University",
38678,"Morgan State University",
38684,"South Carolina State U.",
38687,"Orange County Community College",
38692,"Campbellsville University",
38700,"Cayuga Community College",
38704,"Jefferson Community College",
38709,"Beloit College",
38716,"Lake Forest College",
38722,"Barclay College",
38736,"Missouri State U.-west Plains",
38741,"Drake University",
38746,"Loyola University (il)",
38749,"Northern Iowa, Univ. Of",
38756,"Concord University",
38768,"West Liberty University",
38771,"West Virginia Wesleyan",
38774,"Clinton Community College",
38781,"North Country Community College",
38785,"Boise State University",
38787,"Colorado State University",
38793,"San Diego State University",
38797,"Utah State University",
38799,"Wyoming, University Of",
38801,"Danville Area Community College",
38805,"Lincoln Land Community College",
38810,"Joliet Junior College",
38815,"Wilbur Wright College",
38818,"Bob Jones University",
38820,"Carver College",
38823,"Great Lakes Christian College",
38827,"Morthland College",
38829,"New Hope Christian College",
38832,"Piedmont International University",
38834,"Providence University College",
38836,"Saint Katherine College",
38838,"Trinity College Of Florida",
38840,"West Coast Baptist College",
38842,"Yellowstone Christian College",
38844,"Central Community College",
38851,"Connecticut College",
38856,"Tufts University",
38864,"Newbury College",
38874,"Leech Lake Tribal College",
38876,"Turtle Mountain Community College",
38887,"Green Mountain College",
38889,"Johnson State College",
38892,"Maine Maritime Academy",
38906,"Bryn Athyn College",
38911,"Morrisville State College",
38916,"Saint Elizabeth, College Of",
38924,"Jamestown, University Of",
38931,"Collin College",
38942,"Saint Francis University",
38944,"St. Francis College",
38950,"Bentley University",
38968,"Edgewood College",
38975,"Concordia University, St. Paul",
38979,"Minnesota State U. Moorhead",
39001,"Bellevue College",
39010,"Edmonds Community College",
39015,"Highline College",
39021,"North Idaho College",
39025,"Portland Community College",
39029,"South Puget Sound Community College",
39035,"Umpqua Community College",
39038,"Whatcom Community College",
39053,"Columbus State Community College",
39055,"Cuyahoga Cc (metro Campus)",
39060,"Owens Community College",
39062,"Akron-wayne College, U. Of",
39069,"Ohio University-eastern",
39083,"Tennessee State University",
39086,"Eastern Oklahoma State College",
39093,"Bridgewater College",
39100,"Randolph College",
39117,"Colorado, University Of",
39130,"Chaminade University",
39133,"Dominican University (ca)",
39140,"American University",
39142,"Boston University",
39145,"Colgate University",
39150,"Loyola University Maryland",
39154,"Cuyamaca College",
39159,"Imperial Valley College",
39166,"Clayton State University",
39184,"Thiel College",
39186,"Thomas More College",
39195,"Edinboro University",
39215,"Penn State Lehigh Valley",
39222,"Penn State York",
39226,"Langston University",
39230,"Paul Quinn College",
39232,"Saint Thomas, University Of",
39236,"Brunswick Community College",
39239,"Catawba Valley Community College",
39241,"Central Carolina Community College",
39243,"Davidson County Community College",
39245,"Denmark Tecnhnical College",
39247,"Johnston Community College",
39250,"Patrick Henry Community College",
39253,"Spartanburg Methodist",
39255,"Vance Granville Community College",
39258,"Gogebic Community College",
39263,"Jacksonville College",
39265,"Kilgore College",
39267,"Lamar State College - Port Arthur",
39271,"Trinity Valley Community College",
39275,"Monroe College",
39280,"Delaware Tech & Cc (stanton/wilmington)",
39282,"Murray State College",
39284,"Northern Virginia Community College",
39286,"Benjamin Franklin Institute Of Technology",
39290,"Delgado Community College",
39293,"Southwestern Christian College",
39297,"Central Wyoming College",
39299,"Gillette College",
39301,"Laramie County Community College",
39304,"Northwest College",
39307,"Western Wyoming Community College",
39311,"Carlow University",
39313,"Cincinnati Christian University",
39315,"Indiana University East",
39325,"Black Hills State University",
39327,"Chadron State College",
39335,"Fort Lewis College",
39339,"South Dakota School Of Mines & Tech.",
39341,"Western State Colorado University",
39343,"Westminster College (ut)",
39348,"Utah State U. Eastern",
39354,"La Verne, University Of",
39375,"Central State University",
39379,"Fort Valley State University",
39391,"Sage Colleges, The",
39399,"Blackburn College",
39405,"Macmurray College",
39412,"John Brown University",
39418,"Southwestern Christian University",
39431,"Tusculum College",
39440,"Los Angeles Southwest College",
39450,"Tennessee, U. Of (chattanooga)",
39463,"Colorado College",
39471,"Brewton-parker College",
39473,"Dalton State College",
39494,"Denver, University Of",
39501,"South Dakota, Univ. Of",
39515,"Coastal Georgia, College Of",
39518,"Johnson & Wales U. (fl)",
39523,"Thomas University",
39544,"Suny Buffalo State",
39547,"Suny Geneseo",
39551,"Suny Potsdam",
39564,"Cleveland State Community College",
39573,"Carnegie Mellon University",
39581,"Bethany Lutheran College",
39604,"Christendom College",
39607,"Crown College, The (tn)",
39609,"Florida National University",
39611,"Johnson & Wales U. Charlotte",
39614,"Mid-atlantic Christian Univ.",
39616,"Patrick Henry College",
39618,"Robert Morris University Peoria",
39621,"Selma University",
39623,"Southern State Community College",
39626,"Unity College",
39632,"Missouri-kansas City, Univ. Of (umkc)",
39651,"Barstow College",
39662,"Santa Monica College",
39664,"Ventura College",
39667,"Wisconsin, U. Of (eau Claire)",
39672,"Wisconsin, U. Of (river Falls)",
39677,"Wisconsin, U. Of (barron County)",
39679,"Wisconsin, U. Of (fox Valley)",
39681,"Wisconsin, U. Of (marinette)",
39683,"Wisconsin, U. Of (marshfield)",
39685,"Wisconsin, U. Of (richland)",
39687,"Wisconsin, U. Of (rock County)",
39689,"Wisconsin, U. Of (sheboygan)",
39691,"Wisconsin, U. Of (washington County)",
39693,"Wisconsin, University Of (baraboo/sauk County)",
39702,"South Plains College",
39707,"Jamestown Community College",
39713,"Concordia University (mi)",
39726,"Pennsylvania Highlands Community College",
39728,"Pittsburgh, U. Of (titusville)",
39732,"Hampshire College",
39734,"Maine At Augusta, University Of",
39736,"Maine, U. Of (machias)",
39738,"Paul Smith's College",
39752,"Maine, U. Of Presque Isle",
39819,"Stephens College",
39834,"Bluefield College",
39836,"Columbia College (sc)",
39866,"Maine, University Of (fort Kent)",
39868,"Morris College",
