ID,Title,address
34488,"Penn State Behrend College","5103 Station Rd"
34490,"Pittsburgh, U. Of (bradford)","300 Campus Dr."
34492,"Pittsburgh, University Of (greensburg)","150 Finoli Dr."
34494,"Albany, University At","SEFCU Arena 212"
34496,"Binghamton University","4400 Vestal Parkway East"
34498,"Hartford, University Of","200 Bloomfield Ave."
34500,"Maine, University Of","5747 Memorial Gym"
34502,"Maryland, U. Of (baltimore County)","1000 Hilltop Cir"
34504,"Massachusetts Lowell, U. Of","Costello Gymnasium"
34506,"Stony Brook University","SBU Indoor Sports Complex"
34508,"Central Florida, Univ. Of","4000 Central Florida Blvd"
34510,"Cincinnati, University Of","2751 O'Varsity Way"
34512,"Connecticut, University Of","2095 Hillside Rd"
34514,"East Carolina University","Ward Sports Medicine Bldg. Rm 365"
34516,"Houston, University Of","3100 Cullen Blvd."
34518,"Memphis, University Of","101 Athletic Office Bldg"
34520,"South Florida, Univ. Of","4202 East Fowler Ave., ATH100"
34522,"Tulane University","James W. Wilson Jr. Center"
34524,"Wichita State University","1845 Fairmount St. Box 18"
34526,"Central Baptist College","1501 College Ave"
34528,"Columbia College (mo)","1001 Rogers St."
34530,"Freed-hardeman Univ.","158 E. Main St."
34532,"Hannibal-lagrange University","2800 Palmyra Rd."
34534,"Harris-stowe State University","3026 Laclede Ave"
34536,"Lindenwood University-belleville","2600 W. Main St."
34538,"Lyon College","PO Box 2317"
34540,"Park University","8700 NW River Park Dr., Box 66"
34542,"William Woods University","One University Ave."
34544,"Williams Baptist College","60 W. Fulbright St."
34546,"Belhaven University","1500 Peachtree Street"
34548,"Concordia University Texas","11400 Concordia University Drive"
34550,"East Texas Baptist Univ.","One Tiger Drive"
34552,"Hardin-simmons University","2200 Hickory"
34554,"Howard Payne University","1000 Fisk St"
34556,"Le Tourneau University","2100 South Mobberly Ave."
34558,"Louisiana College","1140 College Dr."
34560,"Mary Hardin-baylor, U. Of","UMHB Box 8010"
34562,"Mcmurry University","1400 Sayles Blvd."
34564,"Ozarks, Univ. Of The","415 College Ave."
34566,"Texas At Tyler, University Of","3900 University Blvd."
34568,"Texas, U. Of (dallas)","800 W. Campbell"
34571,"Milligan College","1 Blowers Blvd"
34573,"Point University","507 West 10th Street"
34575,"Reinhardt University","7300 Reinhardt Circle"
34577,"St. Andrews University","1700 Dogwood Mile St"
34579,"Tennessee Wesleyan College","204 E. College St"
34581,"Truett Mcconnell College","100 Alumni Dr."
34583,"Union College (ky)","310 College St."
34585,"Arizona Western College","2020 South Avenue 8E"
34587,"Central Arizona College","8470 N Overfield Rd."
34589,"Chandler-gilbert Community College","2626 E. Pecos Rd."
34591,"Cochise College","4190 W. Hwy 80"
34593,"Glendale Community College","6000 West Olive Avenue"
34595,"Mesa Community College","1833 W Southern Ave"
34597,"Paradise Valley Community College","18401 North 32nd St."
34599,"Phoenix College","1202 West Thomas Road"
34601,"Pima Community College","2202 W Anklam Road"
34603,"Scottsdale Community College","9000 E. Chaparral Rd."
34605,"South Mountain Community College","7050 S 24th St"
34607,"Yavapai College","1100 E. Sheldon"
34609,"Black Hawk College","6600 34th Ave."
34611,"Carl Sandburg College","2400 Tom L. Wilson Blvd."
34613,"Highland Community College","2998 W Pearl City Rd."
34615,"Illinois Valley Community College","815 N. Orlando Smith St"
34617,"Kishwaukee College","21193 Malta Rd"
34619,"Sauk Valley Community College","173 IL Route 2"
34621,"Fisher College","118 Beacon St."
34623,"Georgia Gwinnett College","1030 Collins Hill Rd"
34625,"Kentucky Christian University","100 Academic Pkwy"
34627,"Lincoln Christian University","100 Campus View Dr."
34629,"Ozarks, College Of The","#1 Opportunity Ave."
34631,"Rust College","150 Rust Ave"
34633,"Saint Joseph In Vermont, Coll. Of","71 Clement Rd"
34635,"Stillman College","3601 Stillman Blvd."
34637,"Voorhees College","PO Box 678"
34639,"Maranatha Baptist University","745 W Main St"
34641,"New Rochelle, The College Of","29 Castle Place"
34643,"Florida Gulf Coast University","10501 FGCU Blvd. South"
34645,"Jacksonville University","2800 University Blvd N."
34647,"Kennesaw State University","590 Cobb Ave."
34649,"Lipscomb University","One University Park Drive"
34651,"New Jersey Institute Of Technology","323 Dr. Martin Luther King Jr. Blvd."
34653,"North Florida, Univ. Of","1 UNF Drive"
34655,"South Carolina Upstate, U. Of","800 University Way"
34657,"Stetson University","421 N Woodland Blvd"
34659,"Contra Costa College","2600 Mission Bell Dr."
34661,"Folsom Lake College","10 College Parkway"
34663,"Laney College","900 Fallon St."
34665,"Los Medanos College","2700 E Leland Rd."
34667,"Marin, College Of","835 College Ave."
34669,"Napa Valley College","2277 Napa-Vallejo Hwy"
34671,"Solano Community College","4000 Suisun Valley Rd"
34673,"Yuba College","2088 N Beale Rd"
34675,"Baylor University","1500 S. University Parks Dr."
34677,"Kansas State University","Bramlage Coliseum"
34679,"Kansas, University Of","1651 Naismith Drive"
34681,"Oklahoma State University","OSU Athletics Center"
34683,"Oklahoma, University Of","180 W. Brooks"
34685,"Texas Christian University","3500 Bellaire Drive North"
34687,"Texas Tech University","2526 6th St."
34689,"Texas, U. Of (austin)","403 E. 23rd St."
34691,"West Virginia University","PO Box 877"
34693,"American River College","4700 College Oak Dr."
34695,"Cosumnes River College","8401 Center Pkwy"
34697,"Diablo Valley College","321 Golf Club Rd"
34699,"Modesto Junior College","95350 College Ave."
34701,"Sacramento City College","3835 Freeport Blvd."
34703,"San Joaquin Delta College","5151 Pacific Ave."
34705,"Santa Rosa Junior College","1501 Mendocino Ave."
34707,"Sierra College","5000 Rocklin Rd."
34709,"Butler University","510 W. 49th Street"
34711,"Creighton University","2500 California Plaza"
34713,"Georgetown University","McDonough Arena"
34715,"Seton Hall University","400 South Orange Avenue"
34717,"St. John's University","8000 Utopia Pkwy"
34719,"Villanova University","800 Lancaster Ave"
34721,"Xavier University","3800 Victory Pkwy."
34723,"Campbell University","P O Box 10"
34725,"Charleston Southern University","9200 University Blvd."
34727,"Gardner-webb University","110 S. Main Street"
34729,"High Point University","833 Montlieu Ave."
34731,"Liberty University","Williams Stadium Tower"
34733,"Longwood University","201 High St."
34735,"North Carolina, U. Of (asheville)","Justice Center, CPO 2600"
34737,"Presbyterian College","105 Ashland Avenue"
34739,"Radford University","501 Stockton Street"
34741,"Winthrop University","Winthrop Coliseum"
34743,"Illinois, University Of","1700 S 4th Street"
34745,"Indiana University","1001 E. 17th Street"
34747,"Iowa, University Of","One Elliott Dr."
34749,"Maryland, U. Of (college Park)","Comcast Center"
34751,"Michigan State University","Room 248 Jenison Field House"
34753,"Michigan, University Of","1000 South State Street"
34755,"Minnesota, University Of","516 15th Ave SE"
34757,"Nebraska, U. Of (lincoln)","One Memorial Stadium"
34759,"Northwestern University","1501 Central St."
34761,"Ohio State University","Fawcett Center"
34763,"Penn State University","127 Bryce Jordan Ctr."
34765,"Purdue University","900 John R. Wooden Drive"
34767,"Rutgers, The State U. Of New Jersey","Rutgers Athletic Center"
34769,"Cal State Fullerton","800 N. State College Blvd."
34771,"California Polytechnic State University","1 Grand Ave"
34773,"California State University, Northridge","18111 Nordhoff St."
34775,"California, U. Of (irvine)","Intercollegiate Athletics Building"
34777,"California, U. Of (riverside)","900 University Ave."
34779,"California, U. Of (santa Barbara)","Intercollegiate Athletics"
34781,"California, University Of (davis)","One Shields Ave."
34783,"Hawaii, University Of","1337 Lower Campus Rd."
34785,"Long Beach State University","1250 N Bellflower Blvd"
34787,"Cal State Dominguez Hills","1000 E. Victoria St."
34789,"Cal State East Bay","25800 Carlos Bee Blvd."
34791,"Cal State Monterey Bay","CSUMB Athletics"
34793,"Cal State San Bernardino","5500 University Pkwy."
34795,"Cal State San Marcos","333 S. Twin Oaks Valley Rd"
34797,"California State Polytechnic U., Pomona","3801 W. Temple Ave."
34799,"California State University Los Angeles","5151 State University Dr."
34801,"California, University Of (san Diego)","9500 Gilman Dr."
34803,"Chico State University","1205 West 7th Street"
34805,"San Francisco State U.","1600 Holloway Ave"
34807,"Sonoma State University","1801 East Cotati Avenue"
34809,"Stanislaus State","formerly Cal State Stanislaus"
34811,"Benedictine University At Mesa","Gillett Hall"
34813,"La Sierra University","4500 Riverwalk Parkway"
34815,"Marymount California Univ.","30800 Palos Verdes Dr. East"
34817,"Providence Christian College","1539 E. Howard St."
34819,"Simpson University","2211 College View Dr."
34821,"Christopher Newport University","1 Avenue of the Arts"
34823,"Frostburg State University","Harold J. Cordts PE Ctr."
34825,"Mary Washington, U. Of","1301 College Avenue"
34827,"Marymount University","2807 N. Glebe Rd."
34829,"Penn State Harrisburg","777 W. Harrisburg Pike"
34831,"Saint Mary's College Of Maryland","Michael P. O'Brien Athletics and Recreation Center"
34833,"Salisbury University","1101 Camden Ave"
34835,"Southern Virginia University","1 University Hill Drive"
34837,"Wesley College","120 N. State St."
34839,"York College","441 Country Club Road"
34841,"British Columbia, U. Of","6081 University Blvd."
34843,"Corban University","5000 Deer Park Dr. SE"
34845,"Idaho, College Of","2112 Cleveland Blvd"
34847,"Oregon Institute Of Technology","3201 Campus Dr."
34849,"Augustana College","639 38th Street"
34851,"Carroll University","100 N East Ave"
34853,"Carthage College","2001 Alford Park Drive"
34855,"Elmhurst College","190 Prospect Ave"
34857,"Illinois Wesleyan University","302 E. Emerson St."
34859,"Millikin University","1184 W Main St"
34861,"North Central College","450 S. Brainard St."
34863,"North Park University","3225 W. Foster Ave."
34865,"Wheaton College (il)","501 College Ave."
34867,"Dickinson College","575 W. High Street"
34869,"Franklin & Marshall College","PO Box 3003"
34871,"Gettysburg College","300 North Washington St."
34873,"Haverford College","370 Lancaster Ave."
34875,"Johns Hopkins University","Newton H. White Jr. Athletic Ctr"
34877,"Mcdaniel College","2 College Hill"
34879,"Muhlenberg College","2400 W. Chew St."
34881,"Swarthmore College","500 College Ave"
34883,"Ursinus College","601 E. Main St."
34885,"Washington College","300 Washington Ave"
34887,"Bloomfield College","467 Franklin St."
34889,"Caldwell University","120 Bloomfield Ave."
34891,"Chestnut Hill College","9601 Germantown Ave."
34893,"Concordia College (ny)","171 White Plains Road"
34895,"Dominican College","495 Western Hwy"
34897,"Felician University","One Felician Way"
34899,"Goldey-beacom College","4701 Limestone Rd."
34901,"Nyack College","1 South Blvd"
34903,"Post University","800 Country Club Rd"
34905,"Sciences, University Of The","600 S 43rd St."
34907,"Thomas Jefferson University","(formerly Philadelphia U.)"
34909,"Chowan University","One University Pl."
34911,"Lincoln University","1570 Baltimore Pike"
34913,"Saint Augustine's University","1315 Oakwood Ave"
34915,"Virginia State University","20720 4th Avenue"
34917,"Winston-salem State University","WSSU Department of Athletics"
34919,"Cerro Coso Community College","3000 College Hts. Blvd"
34921,"Fresno City College","1101 E University Ave"
34923,"Merced College","3600 M St"
34925,"Porterville College","100 E College Ave"
34927,"Reedley College","995 N Reed Ave"
34929,"Sequoias, College Of The","915 S Mooney Blvd."
34931,"Taft College","29 Cougar Court"
34933,"West Hills College","300 W Cherry Lane"
34935,"Calumet College Of St. Joseph","2400 New York Ave."
34937,"Indiana University (south Bend)","1700 Mishawaka Ave."
34939,"Olivet Nazarene University","One University Avenue"
34941,"Robert Morris University","401 S. State, Suite 13"
34943,"Roosevelt University","430 S. Michigan Ave"
34945,"Saint Xavier University","3700 W. 103rd St."
34947,"St. Francis, University Of","500 Wilcox Street"
34949,"Trinity Christian College","6601 W. College Dr."
34951,"Trinity International University","2065 Half Day Rd"
34953,"Cabrillo College","6500 Soquel Dr"
34955,"Canada College","4200 Farm Hill Blvd."
34957,"Chabot College","25555 Hesperian Blvd"
34959,"De Anza College","21250 Stevens Creek Blvd."
34961,"Gavilan College","5055 Santa Teresa Boulevard"
34963,"Hartnell College","411 Central Ave"
34965,"Mission College","3000 Mission College Blvd"
34967,"Monterey Peninsula College","980 Fremont St."
34969,"Ohlone College","43600 Mission Blvd"
34971,"San Francisco, City Coll. Of","50 Phelan Ave"
34973,"San Mateo, College Of","1700 W Hillsdale Blvd"
34975,"Skyline College","3300 College Dr"
34977,"West Valley College","14000 Fruitvale Ave"
34979,"Charleston, College Of","66 George Street"
34981,"Delaware, University Of","Bob Carpenter Center"
34983,"Elon University","104 E. Haggard Ave."
34985,"Hofstra University","207 Mack Sports Complex"
34987,"James Madison University","261 Bluestone Dr, MSC 2301"
34989,"North Carolina, U. Of (wilmington)","601 South College Rd."
34991,"Northeastern University","219 Cabot Center"
34993,"Towson University","8000 York Road"
34995,"William & Mary, College Of","751 Ukrop Way"
34997,"Cabrini College","610 King of Prussia Rd."
34999,"Cairn University","200 Manor Ave"
35001,"Centenary University","400 Jefferson St."
35003,"Clarks Summit University","538 Venard Rd."
35005,"Gwynedd Mercy College","Griffin Complex"
35007,"Immaculata University","1145 King Rd"
35009,"Keystone College","One College Green"
35011,"Marywood University","2300 Adams Ave."
35013,"Neumann University","One Neumann Dr."
35015,"Curry College","1071 Blue Hill Ave"
35017,"Eastern Nazarene College","23 East Elm Ave."
35019,"Endicott College","376 Hale Street"
35021,"Gordon College (ma)","255 Grapevine Road"
35023,"Nichols College","114 Center Road"
35025,"Roger Williams University","One Old Ferry Rd"
35027,"Salve Regina University","100 Ochre Point Avenue"
35029,"Wentworth Inst. Of Tech.","550 Huntington Ave"
35031,"Western New England Univ.","1215 Wilbraham Rd."
35033,"Barton College","PO Box 5000"
35035,"Belmont Abbey College","100 Belmont Mount Holly Rd"
35037,"Emmanuel College","181 Spring St."
35039,"Erskine College","2 Washington St."
35041,"King University","1350 King College Rd"
35043,"Limestone College","1115 College Dr."
35045,"Mount Olive, University Of","586 Henderson St"
35047,"North Greenville University","7801 North Tigerville Road"
35049,"Southern Wesleyan University","907 Wesleyan Dr"
35050,"Alabama At Birmingham, University Of","Bartow Arena"
35052,"Florida Atlantic University","777 Glades Rd."
35054,"Florida International U.","11200 SW 8th Street"
35056,"Louisiana Tech University","PO Box 3046"
35058,"Marshall University","2001 3rd Avenue"
35060,"Middle Tennessee State U.","MTSU Box 77"
35062,"North Carolina, U. Of (charlotte)","9201 University City Blvd"
35064,"Old Dominion University","Jim Jarrett Athletic Admin. Bldg"
35066,"Rice University","P.O. Box 1892"
35068,"Southern Mississippi, U. Of","118 College Drive #5017"
35070,"Texas, University Of At San Antonio (utsa)","One UTSA Circle"
35072,"Western Kentucky University","1605 Avenue of Champions"
35074,"Bethel College (in)","1001 Bethel Circle"
35076,"Goshen College","1700 S Main St."
35078,"Grace College","200 Seminary Dr"
35080,"Huntington University","2303 College Ave."
35082,"Indiana Wesleyan Univ.","4201 S Washington St."
35084,"Marian University","3200 Cold Spring Rd"
35086,"Mount Vernon Nazarene University","800 Martinsburg Rd."
35088,"Saint Francis, University Of","2701 Spring St."
35090,"Spring Arbor University","106 E Main St"
35092,"Baruch College","Box BB1-110, Athletics"
35094,"Bronx Community College","2155 University Avenue"
35096,"John Jay College Of Criminal Justice","445 West 59th Street"
35098,"Kingsborough Community College","2001 Oriental Blvd"
35100,"Lehman College","250 Bedford Pk Blvd West"
35102,"Manhattan Cc, Borough Of","199 Chambers St."
35104,"New York, City College Of","160 Convent Avenue"
35106,"Queensborough Community College","222-05 56th Ave."
35108,"Staten Island, Coll. Of","2800 Victory Blvd."
35110,"Bridgeport, University Of","120 Waldemere Ave"
35112,"Liu Post/long Island U.","720 Northern Blvd."
35114,"Mercy College","555 Broadway"
35116,"Molloy College","1000 Hempstead Ave."
35118,"Queens College","65-30 Kissena Blvd"
35120,"St. Thomas Aquinas","125 Route 340"
35122,"Alfred State College","Orvis Activities Ctr"
35124,"Elmira College","One Park Place"
35126,"Houghton College","One Willard Avenue"
35128,"Saint John Fisher College","3690 East Ave."
35130,"Stevens Institute Of Technology","One Castle Point on Hudson"
35132,"Utica College","1600 Burrstone Rd."
35134,"Bucks County Community College","275 Swamp Rd."
35136,"Delaware County Community College","901 Media Line Rd"
35138,"Lackawanna College","501 Vine St."
35140,"Lehigh Carbon Cc","4525 Education Park Dr"
35142,"Luzerne County Community College","1333 S Prospect St."
35144,"Manor College","700 Fox Chase Rd."
35146,"Montgomery County Community College","340 DeKalb Pike"
35148,"Valley Forge Military College","1001 Eagle Rd"
35150,"Williamson College Of The Trades","106 S New Middletown Rd"
35152,"Central Florida, College Of","3001 SW College Rd"
35154,"Daytona State College","1200 West International Speedway Blvd."
35156,"Florida State College At Jacksonville","South Campus"
35158,"Lake-sumter State College","9501 US Hwy 441"
35160,"Santa Fe College","3000 NW 83rd St."
35162,"Seminole State College Of Florida","100 Weldon Blvd."
35164,"Northwest Florida State College","100 College Blvd."
35166,"Pensacola State College","1000 College Blvd."
35168,"Tallahassee Community College","444 Appleyard Drive"
35170,"Broward College","3501 SW Davie Road"
35172,"Eastern Florida State College","3865 N. Wickham Rd."
35174,"Indian River State College","3209 Virginia Avenue"
35176,"Miami Dade College","11011 SW 104 St."
35178,"Palm Beach State College","4200 Congress Ave, M.S. 41"
35180,"Florida, State Coll. Of (manatee-sarasota)","5840 26th St W"
35182,"Hillsborough Community College","4001 West Tampa Bay Blvd"
35184,"Polk State College","999 Avenue H NE"
35186,"Saint Petersburg College","6605 Fifth Avenue North"
35188,"Victor Valley College","18422 Bear Valley Rd."
35190,"Lewis-clark State College","500 8th Ave"
35192,"Arkansas Tech University","1604 Coliseum Dr."
35194,"East Central University","1100 E. 14th St."
35196,"Harding University","915 E. Market St."
35198,"Henderson State University","1100 Henderson Street"
35200,"Northwestern Oklahoma State U.","709 Oklahoma Blvd"
35202,"Oklahoma Baptist Univ.","500 W. University St"
35204,"Ouachita Baptist Univ.","Box 3788 OBU"
35206,"Southeastern Oklahoma State U.","1405 North 4th Ave., PMB 4108"
35208,"Southern Arkansas University","100 E University St."
35210,"Southern Nazarene University","6729 NW 39th Expy"
35212,"Southwestern Oklahoma State U.","100 Campus Dr"
35214,"Bergen Community College","400 Paramus Rd"
35216,"Brookdale Community College","765 Newman Springs Rd."
35218,"Camden County College","200 College Drive"
35220,"Mercer County Community College","1200 Old Trenton Rd"
35222,"Middlesex County College","2600 Woodbridge Ave"
35224,"Morris, County Coll. Of","214 Center Grove Rd"
35226,"Ocean County College","One College Drive"
35228,"Raritan Valley Community College","118 Lamington Road"
35230,"Rowan College At Burlington County","formerly Burlington County College"
35232,"Rowan College At Gloucester County","1400 Tanyard Rd"
35234,"Sussex County Community College","1 College Hill Rd"
35236,"Union County College","1033 Springfield Avenue"
35238,"Abraham Baldwin Agricultural College","2802 Moore Highway"
35240,"East Georgia State College","131 College Circle"
35242,"Georgia Highlands College","3175 Cedartown Hwy"
35244,"Gordon State College (ga)","419 College Dr."
35246,"South Georgia State College","100 W College Park Dr"
35248,"West Georgia Technical College","176 Murphy Campus Blvd."
35250,"Ashland University","916 King Rd."
35252,"Davenport University-grand Rapids","6191 Kraft Ave SE"
35254,"Grand Valley State University","1 Campus Dr."
35256,"Northwood University (mi)","4000 Whiting Drive"
35258,"Purdue University Northwest","(combined Purdue U. Calumet & Purdue U. North Central)"
35260,"Saginaw Valley State","7400 Bay Rd"
35262,"Tiffin University","155 Miami St."
35264,"Wayne State University","5101 John C. Lodge"
35266,"Arizona Christian University","2625 E Cactus Rd."
35268,"Hope International University","2500 E Nutwood Ave"
35270,"Master's College, The","21726 Placerita Canyon Rd"
35272,"Menlo College","1000 El Camino Real"
35274,"San Diego Christian College","200 Riverview Parkway"
35276,"Vanguard University","55 Fair Dr."
35278,"Westmont College","955 La Paz Rd."
35280,"William Jessup University","2121 University Ave"
35282,"Butte College","3536 Butte Campus Dr."
35284,"Feather River College","570 Golden Eagle Ave"
35286,"Lassen College","478-200 Hwy 139"
35288,"Redwoods, College Of The","7351 Tompkins Hill Rd"
35290,"Shasta College","11555 North Old Oregon Trail"
35292,"Siskiyous, Coll. Of The","800 College Ave."
35294,"Bellarmine University","2001 Newburg Rd."
35296,"Drury University","900 N Benton Ave"
35298,"Illinois, U. Of, Springfield","2171 University Drive"
35300,"Indianapolis, Univ. Of","1400 E Hanna Ave."
35302,"Lewis University","One University Pkwy Unit 166"
35304,"Maryville U.-st. Louis","650 Maryville University Drive"
35306,"Mckendree University","Melvin Price Convocation Ctr."
35308,"Missouri U. Of Science And Technology","705 W. 10th St."
35310,"Missouri, University Of (st. Louis)","1 University Blvd."
35312,"Quincy University","1800 College Ave"
35314,"Southern Indiana, University Of","8600 University Blvd"
35316,"Truman State University","100 E. Normal St."
35318,"William Jewell College","500 College Hill"
35320,"Wisconsin, U. Of (parkside)","900 Wood Road"
35322,"Alderson-broaddus University","101 College Hill Dr."
35324,"Cedarville University","251 N. Main St."
35326,"Davis & Elkins College","100 Campus Dr."
35328,"Findlay, University Of","1000 N Main St"
35330,"Hillsdale College","201 Oak St."
35332,"Kentucky Wesleyan College","3000 Frederica St."
35334,"Lake Erie College","391 W. Washington St."
35336,"Malone University","2600 Cleveland Ave NW"
35338,"Ohio Dominican University","1216 Sunbury Rd"
35340,"Trevecca Nazarene University","333 Murfreesboro Rd."
35342,"Walsh University","2020 East Maple St."
35344,"Albertus Magnus College","700 Prospect St"
35346,"Anna Maria College","50 Sunset Lane"
35348,"Johnson & Wales U. (ri)","8 Abbott Park Place"
35350,"Lasell College","1844 Commonwealth Ave."
35352,"Norwich University","158 Harmon Drive"
35354,"Rivier University","Rivier University Athletics."
35356,"Suffolk University","41 Temple St"
35358,"Central Washington University","400 E University Way"
35360,"Concordia University (or)","2811 NE Holman St"
35362,"Montana State University Billings","1500 University Drive"
35364,"Northwest Nazarene Univ.","623 S. University Blvd."
35366,"Saint Martin's University","5300 Pacific Ave SE"
35368,"Western Oregon University","345 Monmouth Ave N"
35370,"Briar Cliff University","3303 Rebbeca St."
35372,"Concordia University (ne)","800 N Columbia Ave"
35374,"Dakota Wesleyan University","1200 W. University Ave."
35376,"Doane University","1014 Boswell Ave"
35378,"Dordt College","498 4th Ave. NE"
35380,"Hastings College","710 N. Turner"
35382,"Midland University","900 N. Clarkson St."
35384,"Morningside College","1501 Morningside Ave"
35386,"Northwestern College","208 8th Street SW"
35388,"John A. Logan College","700 Logan College Rd"
35390,"Kaskaskia College","27210 College Rd."
35392,"Rend Lake College","468 N. Ken Gray Pkwy"
35394,"Shawnee College","8364 Shawnee College Rd"
35396,"Wabash Valley College","2200 College Dr."
35398,"Edward Waters College","1658 Kings Rd"
35400,"Talladega College","627 W. Battle St."
35402,"Tougaloo College","500 West County Line Rd."
35404,"Alabama, U. Of In Huntsville","205 Spragins Hall"
35406,"Auburn U. At Montgomery","PO Box 244023"
35408,"Christian Brothers Univ.","650 East Parkway South"
35410,"Delta State University","228 McClain Ave."
35412,"Lee University","1120 Ocoee St."
35414,"Mississippi College","200 South Capitol Street"
35416,"Montevallo, University Of","75 College Drive"
35418,"North Alabama, Univ. Of","Hal Self Athletic Annex"
35420,"Shorter University","315 Shorter Avenue"
35422,"Union University","1050 Union University Drive"
35424,"Valdosta State University","1500 N. Patterson St."
35426,"West Alabama, Univ. Of","1 College Dr."
35428,"West Florida, Univ. Of","11000 University Pkwy"
35430,"West Georgia, University Of","1601 Maple Street,"
35432,"Avila University","11901 Wornall Rd."
35434,"Baker University","618 Eighth St."
35436,"Benedictine College","1020 N Second St"
35438,"Central Methodist University","411 CMU Square"
35440,"Clarke University","1550 Clarke Dr."
35442,"Culver-stockton College","1 College Hill"
35444,"Evangel University","1111 N. Glenstone Ave."
35446,"Grand View University","1200 Grandview Ave"
35448,"Midamerica Nazarene University","2030 E. College Way"
35450,"Missouri Valley College","500 E. College St."
35452,"Mount Mercy University","1330 Elmhurst Drive NE"
35454,"Peru State College","600 Hoyt Street"
35456,"William Penn University","201 Trueblood Ave."
35458,"Anderson University (in)","1100 E. 5th St."
35460,"Bluffton University","1 University Dr."
35462,"Defiance College","701 N Clinton St."
35464,"Earlham College","801 National Rd W"
35466,"Hanover College","100 Morse Lane"
35467,"Mount St. Joseph University","5701 Delhi Rd"
35469,"Transylvania University","300 N Broadway"
35471,"Arkansas, U. Of (fort Smith)","5210 Grand Avenue"
35473,"Lubbock Christian Univ.","5601 W 19th St"
35475,"Newman University","3100 McCormick Avenue"
35477,"Oklahoma Christian Univ.","2501 E. Memorial Road"
35479,"Rogers State University","1701 W. Will Rogers Blvd"
35481,"Saint Mary's University (tx)","1 Camino Santa Maria St"
35483,"St. Edwards University","3001 S. Congress Ave"
35485,"Texas A&m International University","5201 University Blvd."
35487,"Illinois At Chicago, University Of","Flames Athletic Center"
35489,"Northern Kentucky University","133 BB&T Arena"
35491,"Oakland University","2200 N. Squirrel Rd."
35494,"Wisconsin, U. Of (milwaukee)","3409 N. Downer Ave."
35496,"Wright State University","Ervin J. Nutter Center"
35498,"Youngstown State University","One University Plaza"
35500,"Vaughn College Of Aeronautics And Technology","86-01 23rd Ave."
35502,"Elgin Community College","1700 Spartan Dr"
35504,"Lake County, College Of","19351 W Washington St."
35506,"Mchenry County College","8900 US Hwy 14"
35508,"Moraine Valley Community College","9000 W. College Parkway"
35510,"Morton College","Bldg. E (Henry J. Vais Gymnasium)"
35512,"Oakton Community College","1600 E Golf Rd."
35514,"Prairie State College","202 S Halsted St"
35516,"Waubonsee Community College","Rt. 47 at Waubonsee Drive"
35518,"Bluefield State College","219 Rock St"
35520,"Chicago, University Of","5530 S. Ellis Ave."
35522,"Crowder College","601 Laclede Ave"
35524,"Crowley's Ridge College","100 College Dr."
35526,"Finlandia University","601 W. Quincy St."
35528,"Grayson College","6101 Grayson Drive"
35530,"Harry S. Truman College","1145 W. Wilson Ave."
35532,"Hesston College","325 S. College Drive"
35534,"Illinois Institute Of Technology","3040 S. Wabash Ave."
35536,"Lakewood College","PO Box 450640"
35538,"Laredo Community College","West End Washington St"
35540,"Metropolitan Cc-maple Woods","2601 NE Barry Rd"
35542,"Navarro College","3200 W 7th Ave."
35544,"New York Institute Of Technology","NYIT Sports Complex"
35546,"North Central Missouri College","1301 Main St."
35548,"Northeast Texas Community College","2886 FM 1735 Chapel Hill Rd."
35550,"Oakland City University","138 North Lucretia St"
35552,"Ohio City College","PO Box 450640"
35554,"Olive-harvey College","Rm. L-426J"
35556,"Otero Junior College","1802 Colorado Ave"
35558,"Pine Manor College","400 Heath Street"
35560,"Pitt Community College","1986 Pitt Tech Dr."
35562,"Rhode Island, Community College Of","400 East Ave"
35564,"Rockingham Community College","215 Wrenn Memorial Road"
35566,"Salem International University","223 West Main St."
35568,"Vincennes University","1002 N 1st St."
35570,"Western Nebraska Community College","1601 E 27th St"
35572,"Des Moines Area Community College","1125 Hancock Dr"
35574,"Ellsworth Community College","1100 College Ave."
35576,"Indian Hills Community College","608 Indian Hills Dr. #11"
35578,"Iowa Central Community College","One Triton Circle"
35580,"Iowa Lakes Community College","300 S 18th St"
35582,"Iowa Western Community College","2700 College Rd"
35584,"Kirkwood Community College","6301 Kirkwood Blvd SW"
35586,"Marshalltown Community College","3700 S. Center St."
35588,"North Iowa Area Community College","500 College Dr"
35590,"Northeast Community College","801 East Benjamin Avenue"
35592,"Southeastern Community College (ia)","1500 West Agency Road"
35594,"Southwestern Community College","1501 W. Townline St."
35596,"Buena Vista University","610 W 4th St"
35598,"Central College","812 University St"
35600,"Dubuque, University Of","2000 University Ave"
35602,"Loras College","1450 Alta Vista St"
35604,"Luther College","700 College Dr"
35606,"Nebraska Wesleyan University","5000 Saint Paul Ave."
35608,"Simpson College","701 North C St."
35610,"Wartburg College","100 Wartburg Blvd."
35612,"Brown University","233 Hope St"
35614,"Columbia University","Dodge Fitness Center"
35616,"Cornell University","512 Campus Rd"
35618,"Dartmouth College","6083 Alumni Gym"
35620,"Harvard University","65 North Harvard St."
35622,"Pennsylvania, University Of","Weightman Hall"
35624,"Princeton University","Department of Athletics"
35626,"Yale University","20 Tower Parkway"
35628,"Bethany College","335 E Swensson St"
35630,"Friends University","2100 West University Ave."
